Time_Index,NR_conventional_hydroelectric,NER_conventional_hydroelectric,ER_conventional_hydroelectric,WR_conventional_hydroelectric,SR_conventional_hydroelectric,ER_solar_rt,NER_solar_rt,NR_solar_rt,SR_solar_rt,WR_solar_rt,ER_offshore_wind,SR_offshore_wind,WR_offshore_wind,NER_offshore_wind,NR_offshore_wind,ER_solar_pv,NER_solar_pv,NR_solar_pv,SR_solar_pv,WR_solar_pv,ER_onshore_wind,NER_onshore_wind,NR_onshore_wind,SR_onshore_wind,WR_onshore_wind,ALL_EGcoal,ALL_EGgas,ALL_EGnuclear
7193,0.4,0.4,0.4,0.4,0.4,0.062383333,0.0222,0.160516296,0.180376667,0.196415357,0.156583333,0.110763095,0.111419048,0,0,0.057,0.026725,0.163834113,0.180083154,0.197226891,0.072711111,0.048055,0.071259064,0.0961435,0.065967983,0.85,0.85,0.709166667
7194,0.4,0.4,0.4,0.4,0.4,0,0,0.007945185,0.027807,0.035749643,0.1312,0.122869048,0.123996825,0,0,0,0,0.007396296,0.028321513,0.035545882,0.074855556,0.051195,0.082674269,0.1054645,0.098326134,0.85,0.85,0.709166667
7195,0.4,0.4,0.4,0.4,0.4,0,0,0,0,0,0.133033333,0.126502381,0.122966667,0,0,0,0,0,0,0,0.090255556,0.05502,0.09627076,0.121824333,0.113998487,0.85,0.85,0.709166667
7196,0.4,0.4,0.4,0.4,0.4,0,0,0,0,0,0.124866667,0.13579881,0.132201587,0,0,0,0,0,0,0,0.083855556,0.058655,0.109573489,0.136793667,0.117879328,0.85,0.85,0.709166667
7197,0.4,0.4,0.4,0.4,0.4,0,0,0,0,0,0.12615,0.132952381,0.133422222,0,0,0,0,0,0,0,0.099,0.06063,0.123805653,0.137945,0.128498403,0.85,0.85,0.709166667
7198,0.4,0.4,0.4,0.4,0.4,0,0,0,0,0,0.144316667,0.124725,0.145734921,0,0,0,0,0,0,0,0.093611111,0.06143,0.12912885,0.133545833,0.136295546,0.85,0.85,0.709166667
7199,0.4,0.4,0.4,0.4,0.4,0,0,0,0,0,0.136316667,0.12802381,0.161547619,0,0,0,0,0,0,0,0.089277778,0.062495,0.124337622,0.131633667,0.138037983,0.85,0.85,0.709166667
7200,0.4,0.4,0.4,0.4,0.4,0,0,0,0,0,0.1156,0.122983333,0.170025397,0,0,0,0,0,0,0,0.081877778,0.068585,0.114698246,0.120096667,0.127872017,0.85,0.85,0.709166667
7201,0.4,0.4,0.4,0.4,0.4,0,0,0,0,0,0.09965,0.114438095,0.169201587,0,0,0,0,0,0,0,0.090233333,0.06752,0.108079922,0.117829,0.121445714,0.85,0.85,0.709166667
7202,0.4,0.4,0.4,0.4,0.4,0,0,0,0,0,0.104,0.115483333,0.179426984,0,0,0,0,0,0,0,0.088633333,0.06508,0.100390253,0.115072833,0.114548571,0.85,0.85,0.709166667
7203,0.4,0.4,0.4,0.4,0.4,0,0,0,0,0,0.089966667,0.113938095,0.182,0,0,0,0,0,0,0,0.089388889,0.06016,0.09884191,0.117683167,0.112959412,0.85,0.85,0.709166667
7204,0.4,0.4,0.4,0.4,0.4,0,0,0,0,0,0.103416667,0.109736905,0.183812698,0,0,0,0,0,0,0,0.076977778,0.049525,0.08922807,0.1214815,0.112622605,0.85,0.85,0.709166667
7205,0.4,0.4,0.4,0.4,0.4,0,0,0,0,0,0.117033333,0.114872619,0.179604762,0,0,0,0,0,0,0,0.076766667,0.04805,0.086887719,0.1223575,0.107755126,0.85,0.85,0.709166667
7206,0.4,0.4,0.4,0.4,0.4,0,0.000025,0,0,0,0.134433333,0.124702381,0.158601587,0,0,0,0.000255,0,0,0,0.077877778,0.046855,0.078141715,0.128186833,0.111948235,0.85,0.85,0.709166667
7207,0.4,0.4,0.4,0.4,0.4,0.038366667,0.103725,0.005177778,0.005643,0.002728571,0.14675,0.128255952,0.185015873,0,0,0.042644444,0.1227,0.004044444,0.004601679,0.003907059,0.084455556,0.053325,0.070716374,0.1365445,0.119375126,0.85,0.85,0.709166667
7208,0.4,0.4,0.4,0.4,0.4,0.193466667,0.277855,0.112954815,0.136639333,0.117148214,0.1487,0.136927381,0.178306349,0,0,0.203244444,0.29631,0.12999961,0.136770205,0.119710252,0.079622222,0.048455,0.062660429,0.139732667,0.123635966,0.85,0.85,0.709166667
7209,0.4,0.4,0.4,0.4,0.4,0.343916667,0.41609,0.301262222,0.302039333,0.3052175,0.153533333,0.140227381,0.166598413,0,0,0.368655556,0.436755,0.325352827,0.303525487,0.301835966,0.060755556,0.031405,0.051427485,0.110369167,0.106327647,0.85,0.85,0.709166667
7210,0.4,0.4,0.4,0.4,0.4,0.446883333,0.53278,0.445900741,0.446069,0.456220357,0.157683333,0.151635714,0.16128254,0,0,0.485355556,0.543355,0.470629435,0.446993487,0.450322353,0.042333333,0.02636,0.043609552,0.082204167,0.07223395,0.85,0.85,0.709166667
7211,0.4,0.4,0.4,0.4,0.4,0.5268,0.578755,0.547454815,0.543863667,0.557317857,0.142233333,0.148838095,0.16942381,0,0,0.549855556,0.58981,0.563934503,0.54465259,0.556707899,0.042511111,0.03179,0.023868031,0.094450167,0.055337059,0.85,0.85,0.709166667
7212,0.4,0.4,0.4,0.4,0.4,0.538866667,0.595515,0.594708148,0.580575,0.612411786,0.14215,0.144835714,0.14822381,0,0,0.580633333,0.59392,0.60115653,0.586331885,0.615181933,0.042811111,0.03355,0.023515595,0.105098167,0.058656387,0.85,0.85,0.709166667
7213,0.4,0.4,0.4,0.4,0.4,0.514316667,0.54238,0.592697778,0.574941667,0.614981786,0.13075,0.135355952,0.128715873,0,0,0.560966667,0.54786,0.600112671,0.590676244,0.622179244,0.040066667,0.03277,0.029868421,0.112168,0.057668824,0.85,0.85,0.709166667
7214,0.4,0.4,0.4,0.4,0.4,0.4528,0.453775,0.547631852,0.535635667,0.573176786,0.116,0.13120119,0.109490476,0,0,0.489066667,0.48907,0.562981092,0.542811628,0.574645294,0.041655556,0.034415,0.046461014,0.118328,0.056900084,0.85,0.85,0.709166667
7215,0.4,0.4,0.4,0.4,0.4,0.35065,0.35391,0.460254074,0.452282667,0.481217857,0.1124,0.134588095,0.094347619,0,0,0.377066667,0.368745,0.479130019,0.462834885,0.492767227,0.045155556,0.04232,0.048852632,0.120905333,0.058763866,0.85,0.85,0.709166667
7216,0.4,0.4,0.4,0.4,0.4,0.214816667,0.193455,0.325218519,0.333163667,0.364685714,0.108866667,0.140966667,0.087906349,0,0,0.227477778,0.19456,0.341408577,0.335617179,0.364957227,0.043366667,0.05369,0.052251657,0.123576333,0.062234286,0.85,0.85,0.709166667
7217,0.4,0.4,0.4,0.4,0.4,0.056133333,0.02481,0.152357037,0.180640667,0.195954643,0.102683333,0.14224881,0.083168254,0,0,0.059088889,0.029175,0.160554581,0.174968,0.195003782,0.048355556,0.06592,0.059024951,0.119448,0.066017815,0.85,0.85,0.709166667
7218,0.4,0.4,0.4,0.4,0.4,0,0,0.00710963,0.02638,0.035469286,0.095066667,0.149428571,0.094149206,0,0,0,0,0.00660117,0.026438795,0.035214622,0.064744444,0.06589,0.067308187,0.132120833,0.083881008,0.85,0.85,0.709166667
7219,0.4,0.4,0.4,0.4,0.4,0,0,0,0,0,0.09855,0.158320238,0.106825397,0,0,0,0,0,0,0,0.082655556,0.053835,0.071364327,0.154133667,0.106128655,0.85,0.85,0.709166667
7220,0.4,0.4,0.4,0.4,0.4,0,0,0,0,0,0.0875,0.161484524,0.110452381,0,0,0,0,0,0,0,0.083944444,0.0463,0.073269006,0.170135833,0.117195378,0.85,0.85,0.709166667
7221,0.4,0.4,0.4,0.4,0.4,0,0,0,0,0,0.09025,0.165169048,0.129385714,0,0,0,0,0,0,0,0.085777778,0.04212,0.081645419,0.182740167,0.126123697,0.85,0.85,0.709166667
7222,0.4,0.4,0.4,0.4,0.4,0,0,0,0,0,0.084216667,0.167884524,0.153315873,0,0,0,0,0,0,0,0.090411111,0.039715,0.078963938,0.188779167,0.139444202,0.85,0.85,0.709166667
7223,0.4,0.4,0.4,0.4,0.4,0,0,0,0,0,0.0748,0.168533333,0.163677778,0,0,0,0,0,0,0,0.090922222,0.04357,0.074883821,0.1939735,0.146452605,0.85,0.85,0.709166667
7224,0.4,0.4,0.4,0.4,0.4,0,0,0,0,0,0.069783333,0.15997619,0.155609524,0,0,0,0,0,0,0,0.089588889,0.04142,0.075203899,0.182493833,0.149702605,0.85,0.85,0.709166667
7225,0.4,0.4,0.4,0.4,0.4,0,0,0,0,0,0.06285,0.157716667,0.177920635,0,0,0,0,0,0,0,0.110111111,0.03383,0.07251462,0.168956667,0.141482437,0.85,0.85,0.709166667
7226,0.4,0.4,0.4,0.4,0.4,0,0,0,0,0,0.065533333,0.156495238,0.177585714,0,0,0,0,0,0,0,0.114433333,0.03498,0.065173879,0.161291667,0.151848487,0.85,0.85,0.709166667
7227,0.4,0.4,0.4,0.4,0.4,0,0,0,0,0,0.075333333,0.161760714,0.175490476,0,0,0,0,0,0,0,0.105022222,0.040975,0.065439376,0.1604235,0.150677479,0.85,0.85,0.709166667
7228,0.4,0.4,0.4,0.4,0.4,0,0,0,0,0,0.080916667,0.158445238,0.186628571,0,0,0,0,0,0,0,0.1036,0.03931,0.062635283,0.159940667,0.143617983,0.85,0.85,0.709166667
7229,0.4,0.4,0.4,0.4,0.4,0,0,0,0,0,0.0881,0.146594048,0.186725397,0,0,0,0,0,0,0,0.103788889,0.043535,0.057265302,0.157059667,0.140169496,0.85,0.85,0.709166667
7230,0.4,0.4,0.4,0.4,0.4,0,0.00002,0,0,0,0.103133333,0.151565476,0.165149206,0,0,0,0.000215,0,0,0,0.106255556,0.04707,0.055986745,0.156295833,0.156278067,0.85,0.85,0.709166667
7231,0.4,0.4,0.4,0.4,0.4,0.041216667,0.11093,0.00507037,0.005641667,0.001965714,0.122816667,0.159942857,0.162369841,0,0,0.042,0.129265,0.003518519,0.004777115,0.003419412,0.100555556,0.050235,0.055479532,0.160166833,0.15710395,0.85,0.85,0.709166667
7232,0.4,0.4,0.4,0.4,0.4,0.198233333,0.29028,0.108378519,0.137522667,0.109490357,0.13655,0.162597619,0.158225397,0,0,0.198377778,0.311645,0.125460039,0.137307769,0.116663866,0.099611111,0.053005,0.051697856,0.155213833,0.149065378,0.85,0.85,0.709166667
7233,0.4,0.4,0.4,0.4,0.4,0.359683333,0.43237,0.296278519,0.291546667,0.289918929,0.1432,0.171827381,0.1556,0,0,0.356322222,0.46478,0.31767037,0.301882769,0.301145966,0.061844444,0.047365,0.044020078,0.117801833,0.123237815,0.85,0.85,0.709166667
7234,0.4,0.4,0.4,0.4,0.4,0.466833333,0.536765,0.44160963,0.427209,0.441843571,0.148483333,0.172861905,0.153719048,0,0,0.482011111,0.556985,0.464525926,0.440344897,0.450581345,0.052411111,0.04958,0.034007602,0.091957,0.079591597,0.85,0.85,0.709166667
7235,0.4,0.4,0.4,0.4,0.4,0.5493,0.60212,0.54689037,0.525146,0.54183,0.149016667,0.1704,0.141038095,0,0,0.549866667,0.60172,0.56047154,0.537129513,0.555493613,0.053455556,0.051155,0.028761404,0.099977,0.057918067,0.85,0.85,0.709166667
7236,0.4,0.4,0.4,0.4,0.4,0.55805,0.606675,0.600591111,0.572397,0.602613929,0.13605,0.153061905,0.114852381,0,0,0.590511111,0.605145,0.601098635,0.584030551,0.607881092,0.056522222,0.04967,0.028739961,0.105124167,0.055713866,0.85,0.85,0.709166667
7237,0.4,0.4,0.4,0.4,0.4,0.527416667,0.559965,0.602208889,0.555492333,0.6062375,0.13695,0.141692857,0.101393651,0,0,0.568311111,0.57437,0.601063743,0.578110333,0.618123109,0.063177778,0.05036,0.031872904,0.105475833,0.055498487,0.85,0.85,0.709166667
7238,0.4,0.4,0.4,0.4,0.4,0.475333333,0.491065,0.556151111,0.508343,0.574028571,0.096183333,0.141429762,0.090250794,0,0,0.494255556,0.48433,0.552835088,0.530725051,0.574011092,0.068411111,0.051475,0.034165302,0.114124667,0.057287227,0.85,0.85,0.709166667
7239,0.4,0.4,0.4,0.4,0.4,0.379333333,0.383845,0.465448148,0.430643,0.492008214,0.108266667,0.156038095,0.081293651,0,0,0.385555556,0.37398,0.472403119,0.452217795,0.486856975,0.069744444,0.054505,0.041455361,0.114645,0.057971597,0.85,0.85,0.709166667
7240,0.4,0.4,0.4,0.4,0.4,0.213783333,0.21022,0.328031852,0.308192,0.362969643,0.10805,0.158475,0.079604762,0,0,0.2237,0.204965,0.336491228,0.326958949,0.35874437,0.067266667,0.05329,0.042567251,0.120751667,0.056183025,0.85,0.85,0.709166667
7241,0.4,0.4,0.4,0.4,0.4,0.061983333,0.026355,0.147442222,0.16912,0.1978125,0.121366667,0.1649,0.089565079,0,0,0.060188889,0.02923,0.159740351,0.171918077,0.19133916,0.079711111,0.06567,0.043862963,0.119154333,0.057399832,0.85,0.85,0.709166667
7242,0.4,0.4,0.4,0.4,0.4,0,0,0.005717037,0.023970667,0.035721429,0.126283333,0.173086905,0.084325397,0,0,0,0,0.006006433,0.025735333,0.03310437,0.099155556,0.067375,0.049705653,0.1331395,0.075530924,0.85,0.85,0.709166667
7243,0.4,0.4,0.4,0.4,0.4,0,0,0,0,0,0.116583333,0.174954762,0.094747619,0,0,0,0,0,0,0,0.104955556,0.062125,0.058894542,0.162561,0.102456555,0.85,0.85,0.709166667
7244,0.4,0.4,0.4,0.4,0.4,0,0,0,0,0,0.10125,0.175461905,0.105531746,0,0,0,0,0,0,0,0.112355556,0.056875,0.057267057,0.178521333,0.121017059,0.85,0.85,0.709166667
7245,0.4,0.4,0.4,0.4,0.4,0,0,0,0,0,0.0906,0.170261905,0.124549206,0,0,0,0,0,0,0,0.109055556,0.05446,0.064751462,0.188843667,0.138192185,0.85,0.85,0.709166667
7246,0.4,0.4,0.4,0.4,0.4,0,0,0,0,0,0.0873,0.16635119,0.142561905,0,0,0,0,0,0,0,0.132588889,0.053425,0.074160429,0.197684,0.142791597,0.85,0.85,0.709166667
7247,0.4,0.4,0.4,0.4,0.4,0,0,0,0,0,0.072666667,0.176175,0.158690476,0,0,0,0,0,0,0,0.124244444,0.067235,0.07742768,0.191049,0.146772857,0.85,0.85,0.709166667
7248,0.4,0.4,0.4,0.4,0.4,0,0,0,0,0,0.097266667,0.170236905,0.198909524,0,0,0,0,0,0,0,0.125933333,0.06959,0.075351072,0.184756333,0.152162857,0.85,0.85,0.709166667
7249,0.4,0.4,0.4,0.4,0.4,0,0,0,0,0,0.1036,0.166379762,0.189522222,0,0,0,0,0,0,0,0.128344444,0.06019,0.07722807,0.174673333,0.154366891,0.85,0.85,0.709166667
7250,0.4,0.4,0.4,0.4,0.4,0,0,0,0,0,0.101233333,0.173428571,0.17935873,0,0,0,0,0,0,0,0.117722222,0.072,0.076191423,0.174029,0.14691084,0.85,0.85,0.709166667
7251,0.4,0.4,0.4,0.4,0.4,0,0,0,0,0,0.129116667,0.174180952,0.169639683,0,0,0,0,0,0,0,0.124911111,0.069305,0.072576608,0.171029,0.14347395,0.85,0.85,0.709166667
7252,0.4,0.4,0.4,0.4,0.4,0,0,0,0,0,0.166666667,0.167544048,0.167488889,0,0,0,0,0,0,0,0.132022222,0.07338,0.071604873,0.163160833,0.138382185,0.85,0.85,0.709166667
7253,0.4,0.4,0.4,0.4,0.4,0,0,0,0,0,0.15625,0.179355952,0.161365079,0,0,0,0,0,0,0,0.135733333,0.071915,0.069463743,0.156610333,0.135666134,0.85,0.85,0.709166667
7254,0.4,0.4,0.4,0.4,0.4,0,0.000025,0,0,0,0.178266667,0.161946429,0.172084127,0,0,0,0.000175,0,0,0,0.128277778,0.056305,0.065947953,0.158377667,0.13631,0.85,0.85,0.709166667
7255,0.4,0.4,0.4,0.4,0.4,0.04365,0.11339,0.005188889,0.005525667,0.001557143,0.196083333,0.171571429,0.194339683,0,0,0.048488889,0.135335,0.003933333,0.004472397,0.002803529,0.138355556,0.053395,0.066875244,0.158408333,0.149595714,0.85,0.85,0.709166667
7256,0.4,0.4,0.4,0.4,0.4,0.209616667,0.27443,0.099843704,0.127435,0.109992857,0.241633333,0.17087381,0.178363492,0,0,0.2189,0.311825,0.122106238,0.126690628,0.110672269,0.123022222,0.057845,0.065401949,0.1509415,0.142264958,0.85,0.85,0.709166667
7257,0.4,0.4,0.4,0.4,0.4,0.365883333,0.399415,0.277473333,0.276015667,0.289698571,0.238966667,0.182869048,0.179203175,0,0,0.378044444,0.457905,0.308981871,0.284161077,0.287747479,0.081033333,0.05579,0.058382651,0.109121667,0.119695546,0.85,0.85,0.709166667
7258,0.4,0.4,0.4,0.4,0.4,0.479133333,0.515985,0.423443704,0.404243667,0.442749286,0.198916667,0.18497619,0.165530159,0,0,0.492288889,0.53806,0.455326316,0.416099667,0.438073782,0.058022222,0.051305,0.038722807,0.090311667,0.079434622,0.85,0.85,0.709166667
7259,0.4,0.4,0.4,0.4,0.4,0.548116667,0.56524,0.529995556,0.502065333,0.546386429,0.18505,0.178782143,0.145995238,0,0,0.543877778,0.56462,0.551753801,0.501325231,0.553807563,0.062411111,0.06355,0.027998635,0.099886,0.06527395,0.85,0.85,0.709166667
7260,0.4,0.4,0.4,0.4,0.4,0.545383333,0.57579,0.585527407,0.537551667,0.608983929,0.185466667,0.161680952,0.109568254,0,0,0.5549,0.5707,0.60025809,0.548426795,0.611686303,0.062755556,0.05684,0.031054386,0.107854667,0.062959076,0.85,0.85,0.709166667
7261,0.4,0.4,0.4,0.4,0.4,0.525616667,0.54403,0.598442963,0.527045,0.615919643,0.200783333,0.155865476,0.08521746,0,0,0.527977778,0.53936,0.604634893,0.552066436,0.614673697,0.066944444,0.05756,0.035354386,0.1097535,0.057953613,0.85,0.85,0.709166667
7262,0.4,0.4,0.4,0.4,0.4,0.448766667,0.45306,0.556162222,0.488358667,0.5711575,0.18865,0.144621429,0.089236508,0,0,0.461711111,0.48612,0.567377193,0.506440833,0.565983109,0.066677778,0.059975,0.038598051,0.110850667,0.064134454,0.85,0.85,0.709166667
7263,0.4,0.4,0.4,0.4,0.4,0.349166667,0.36021,0.45667037,0.415903667,0.490368929,0.185416667,0.141727381,0.078446032,0,0,0.367188889,0.367845,0.475579532,0.425685256,0.473125882,0.067433333,0.05837,0.044925926,0.116091,0.061374118,0.85,0.85,0.709166667
7264,0.4,0.4,0.4,0.4,0.4,0.221666667,0.20434,0.31950963,0.310454,0.358331429,0.173433333,0.133721429,0.058412698,0,0,0.2224,0.20011,0.339702144,0.310611923,0.349393782,0.064,0.0587,0.051282456,0.116670333,0.053620672,0.85,0.85,0.709166667
7265,0.4,0.4,0.4,0.4,0.4,0.0617,0.02492,0.144604444,0.163008333,0.187795714,0.175616667,0.129019048,0.068906349,0,0,0.059277778,0.0264,0.159112671,0.163959128,0.185693193,0.0625,0.06684,0.060408772,0.112179667,0.058375798,0.85,0.85,0.709166667
7266,0.4,0.4,0.4,0.4,0.4,0,0,0.004845926,0.025398333,0.033420357,0.166333333,0.129338095,0.085385714,0,0,0,0,0.004928265,0.025657833,0.031277647,0.079455556,0.062665,0.067470955,0.122918167,0.086727059,0.85,0.85,0.709166667
7267,0.4,0.4,0.4,0.4,0.4,0,0,0,0,0,0.159633333,0.129905952,0.065506349,0,0,0,0,0,0,0,0.111733333,0.057495,0.075827875,0.141319833,0.119988067,0.85,0.85,0.709166667
7268,0.4,0.4,0.4,0.4,0.4,0,0,0,0,0,0.1402,0.133002381,0.074592063,0,0,0,0,0,0,0,0.126688889,0.057345,0.082223782,0.154892333,0.132740672,0.85,0.85,0.709166667
7269,0.4,0.4,0.4,0.4,0.4,0,0,0,0,0,0.153483333,0.128372619,0.090515873,0,0,0,0,0,0,0,0.127911111,0.05785,0.083392593,0.165005667,0.139367563,0.85,0.85,0.709166667
7270,0.4,0.4,0.4,0.4,0.4,0,0,0,0,0,0.141183333,0.126966667,0.102612698,0,0,0,0,0,0,0,0.153311111,0.06019,0.08788499,0.175440833,0.149209496,0.85,0.85,0.709166667
7271,0.4,0.4,0.4,0.4,0.4,0,0,0,0,0,0.14345,0.139471429,0.124204762,0,0,0,0,0,0,0,0.1786,0.073895,0.084352437,0.167599667,0.168118235,0.85,0.85,0.709166667
7272,0.4,0.4,0.4,0.4,0.4,0,0,0,0,0,0.137566667,0.136966667,0.120157143,0,0,0,0,0,0,0,0.183155556,0.078415,0.084582846,0.1565235,0.159073529,0.85,0.85,0.709166667
7273,0.4,0.4,0.4,0.4,0.4,0,0,0,0,0,0.1492,0.133435714,0.126571429,0,0,0,0,0,0,0,0.171677778,0.074235,0.080445029,0.142778667,0.156895714,0.85,0.85,0.709166667
7274,0.4,0.4,0.4,0.4,0.4,0,0,0,0,0,0.152483333,0.138291667,0.13871746,0,0,0,0,0,0,0,0.175777778,0.06896,0.079922027,0.134457,0.16124084,0.85,0.85,0.709166667
7275,0.4,0.4,0.4,0.4,0.4,0,0,0,0,0,0.176716667,0.136507143,0.148974603,0,0,0,0,0,0,0,0.178822222,0.06116,0.080169006,0.133937833,0.162914286,0.85,0.85,0.709166667
7276,0.4,0.4,0.4,0.4,0.4,0,0,0,0,0,0.17955,0.136570238,0.143804762,0,0,0,0,0,0,0,0.183544444,0.062125,0.077330994,0.132324667,0.155300672,0.85,0.85,0.709166667
7277,0.4,0.4,0.4,0.4,0.4,0,0,0,0,0,0.1954,0.12322619,0.142965079,0,0,0,0,0,0,0,0.181633333,0.05883,0.073026706,0.122241667,0.145691176,0.85,0.85,0.709166667
7278,0.4,0.4,0.4,0.4,0.4,0,0.00001,0,0,0,0.201683333,0.145409524,0.145550794,0,0,0,0.00007,0,0,0,0.170988889,0.05798,0.067121442,0.121699333,0.15584437,0.85,0.85,0.709166667
7279,0.4,0.4,0.4,0.4,0.4,0.043416667,0.11085,0.004922222,0.005586333,0.001842857,0.228166667,0.143115476,0.155496825,0,0,0.050344444,0.13193,0.003692593,0.00410959,0.002615294,0.165933333,0.0653,0.065165692,0.131327667,0.169454202,0.85,0.85,0.709166667
7280,0.4,0.4,0.4,0.4,0.4,0.211716667,0.27093,0.10118,0.120899333,0.114620357,0.238983333,0.157964286,0.168060317,0,0,0.228266667,0.306615,0.121774269,0.123598154,0.112790756,0.133088889,0.058015,0.058539376,0.131422333,0.174135546,0.85,0.85,0.709166667
7281,0.4,0.4,0.4,0.4,0.4,0.37085,0.423145,0.284554074,0.279631667,0.301458929,0.252333333,0.158685714,0.171557143,0,0,0.392733333,0.44929,0.31765653,0.281487551,0.295738151,0.085133333,0.045975,0.047718324,0.105717833,0.146632101,0.85,0.85,0.709166667
7282,0.4,0.4,0.4,0.4,0.4,0.496566667,0.530485,0.436347407,0.403107667,0.450611786,0.238966667,0.155555952,0.168104762,0,0,0.519955556,0.55579,0.466360234,0.408432526,0.45267605,0.064922222,0.03807,0.043845419,0.084536833,0.113485042,0.85,0.85,0.709166667
7283,0.4,0.4,0.4,0.4,0.4,0.578116667,0.60409,0.536498519,0.495813667,0.559755357,0.185916667,0.153032143,0.168436508,0,0,0.5935,0.586725,0.563713255,0.4889095,0.562951176,0.067022222,0.037805,0.032145614,0.0935775,0.099534706,0.85,0.85,0.709166667
7284,0.4,0.4,0.4,0.4,0.4,0.600516667,0.60687,0.584165926,0.527457333,0.612247143,0.1649,0.143188095,0.136334921,0,0,0.6173,0.588385,0.606608967,0.533987859,0.612949496,0.068788889,0.03619,0.028436452,0.099128333,0.099201765,0.85,0.85,0.709166667
7285,0.4,0.4,0.4,0.4,0.4,0.57775,0.539645,0.588947407,0.511173667,0.611626429,0.156116667,0.147528571,0.107401587,0,0,0.585588889,0.548735,0.612531969,0.529261731,0.614146975,0.069122222,0.04085,0.03348577,0.0989875,0.083486303,0.85,0.85,0.709166667
7286,0.4,0.4,0.4,0.4,0.4,0.486133333,0.463825,0.548517778,0.466692,0.568860714,0.145033333,0.147784524,0.080057143,0,0,0.512111111,0.4834,0.572866862,0.486154897,0.576100588,0.066844444,0.04326,0.037744055,0.104945,0.069422521,0.85,0.85,0.709166667
7287,0.4,0.4,0.4,0.4,0.4,0.37525,0.360945,0.463978519,0.412595667,0.491491786,0.145216667,0.142080952,0.067422222,0,0,0.3983,0.36929,0.484508772,0.414895154,0.48284,0.066866667,0.046975,0.040457505,0.1091395,0.062082521,0.85,0.85,0.709166667
7288,0.4,0.4,0.4,0.4,0.4,0.240833333,0.18163,0.316744444,0.289785333,0.365094643,0.1538,0.149070238,0.056638095,0,0,0.232244444,0.195045,0.344565887,0.296485744,0.344503277,0.064744444,0.053945,0.045860234,0.113894,0.056083193,0.85,0.85,0.709166667
7289,0.4,0.4,0.4,0.4,0.4,0.066233333,0.020835,0.14281037,0.147997667,0.191454286,0.143366667,0.14992619,0.054849206,0,0,0.059166667,0.02566,0.157886355,0.156907128,0.183307983,0.064944444,0.053195,0.051946784,0.1157025,0.052107815,0.85,0.85,0.709166667
7290,0.4,0.4,0.4,0.4,0.4,0,0,0.004339259,0.021486667,0.0321825,0.152016667,0.155104762,0.069098413,0,0,0,0,0.004460624,0.022557846,0.030889832,0.076144444,0.057235,0.060643275,0.124051333,0.077783866,0.85,0.85,0.709166667
7291,0.4,0.4,0.4,0.4,0.4,0,0,0,0,0,0.132933333,0.151779762,0.086555556,0,0,0,0,0,0,0,0.087433333,0.05829,0.074720078,0.139881333,0.095868403,0.85,0.85,0.709166667
7292,0.4,0.4,0.4,0.4,0.4,0,0,0,0,0,0.12085,0.145354762,0.094722222,0,0,0,0,0,0,0,0.093433333,0.052345,0.073479727,0.150879,0.112794958,0.85,0.85,0.709166667
7293,0.4,0.4,0.4,0.4,0.4,0,0,0,0,0,0.10935,0.133402381,0.111174603,0,0,0,0,0,0,0,0.099833333,0.051075,0.075802339,0.154518833,0.12823563,0.85,0.85,0.709166667
7294,0.4,0.4,0.4,0.4,0.4,0,0,0,0,0,0.0953,0.122457143,0.122555556,0,0,0,0,0,0,0,0.095811111,0.06017,0.080153996,0.159185667,0.141832353,0.85,0.85,0.709166667
7295,0.4,0.4,0.4,0.4,0.4,0,0,0,0,0,0.0794,0.121144048,0.130488889,0,0,0,0,0,0,0,0.108011111,0.053515,0.092132359,0.161741167,0.158734706,0.85,0.85,0.709166667
7296,0.4,0.4,0.4,0.4,0.4,0,0,0,0,0,0.0757,0.116116667,0.136753968,0,0,0,0,0,0,0,0.130677778,0.04813,0.091650097,0.151807333,0.155811681,0.85,0.85,0.709166667
7297,0.4,0.4,0.4,0.4,0.4,0,0,0,0,0,0.081083333,0.106275,0.142322222,0,0,0,0,0,0,0,0.111888889,0.053405,0.093933528,0.141643,0.153790252,0.85,0.85,0.709166667
7298,0.4,0.4,0.4,0.4,0.4,0,0,0,0,0,0.082116667,0.103528571,0.155,0,0,0,0,0,0,0,0.118922222,0.055995,0.100461014,0.130251,0.159313025,0.85,0.85,0.709166667
7299,0.4,0.4,0.4,0.4,0.4,0,0,0,0,0,0.087533333,0.109329762,0.159250794,0,0,0,0,0,0,0,0.113344444,0.05802,0.105611501,0.125154333,0.160560672,0.85,0.85,0.709166667
7300,0.4,0.4,0.4,0.4,0.4,0,0,0,0,0,0.106683333,0.110325,0.168304762,0,0,0,0,0,0,0,0.118688889,0.059505,0.108969006,0.125131167,0.169825882,0.85,0.85,0.709166667
7301,0.25,0.25,0.25,0.25,0.25,0,0,0,0,0,0.111633333,0.10487381,0.170311111,0,0,0,0,0,0,0,0.114255556,0.056685,0.111541715,0.120762167,0.175288403,0.85,0.85,0.709166667
7302,0.25,0.25,0.25,0.25,0.25,0,0.00001,0,0,0,0.146483333,0.101705952,0.168171429,0,0,0,0.000035,0,0,0,0.109988889,0.06156,0.113541131,0.114080167,0.167761933,0.85,0.85,0.709166667
