Time_Index,NR_conventional_hydroelectric,NER_conventional_hydroelectric,ER_conventional_hydroelectric,WR_conventional_hydroelectric,SR_conventional_hydroelectric,ER_solar_rt,NER_solar_rt,NR_solar_rt,SR_solar_rt,WR_solar_rt,ER_offshore_wind,SR_offshore_wind,WR_offshore_wind,NER_offshore_wind,NR_offshore_wind,ER_solar_pv,NER_solar_pv,NR_solar_pv,SR_solar_pv,WR_solar_pv,ER_onshore_wind,NER_onshore_wind,NR_onshore_wind,SR_onshore_wind,WR_onshore_wind,ALL_EGcoal,ALL_EGgas,ALL_EGnuclear
687,0.21,0.21,0.21,0.21,0.21,0.446283333,0.378235,0.497158519,0.542908,0.574409286,0.120316667,0.169604762,0.160060317,0,0,0.420333333,0.416355,0.468243665,0.549832564,0.57351605,0.061544444,0.136475,0.11544425,0.131891667,0.057394118,0.85,0.85,0.709166667
688,0.21,0.21,0.21,0.21,0.21,0.300983333,0.223245,0.389462222,0.436678333,0.465217857,0.1113,0.175797619,0.159938095,0,0,0.275822222,0.24639,0.369470955,0.441079141,0.45529084,0.056544444,0.10852,0.122202729,0.135584333,0.053700672,0.85,0.85,0.709166667
689,0.21,0.21,0.21,0.21,0.21,0.13115,0.06188,0.234380741,0.285558,0.308952857,0.1095,0.182491667,0.163096825,0,0,0.114744444,0.076665,0.223550877,0.288122333,0.303854202,0.054055556,0.10877,0.133159259,0.135185333,0.054515378,0.85,0.85,0.709166667
690,0.21,0.21,0.21,0.21,0.21,0.001366667,0,0.04880963,0.100042667,0.1107925,0.1076,0.199021429,0.186692063,0,0,0.000977778,0,0.040311501,0.102354526,0.109053193,0.065566667,0.110865,0.154691423,0.1517995,0.07406521,0.85,0.85,0.709166667
691,0.21,0.21,0.21,0.21,0.21,0,0,0,0.000004,0.0003975,0.10075,0.214609524,0.213392063,0,0,0,0,0,0,0.000325462,0.095655556,0.14437,0.173478363,0.190428,0.115402269,0.85,0.85,0.709166667
692,0.21,0.21,0.21,0.21,0.21,0,0,0,0,0,0.08695,0.2244,0.235038095,0,0,0,0,0,0,0,0.136633333,0.134895,0.188725146,0.212981667,0.138883025,0.85,0.85,0.709166667
693,0.21,0.21,0.21,0.21,0.21,0,0,0,0,0,0.089583333,0.224945238,0.258536508,0,0,0,0,0,0,0,0.166933333,0.14776,0.186157895,0.239512,0.162241261,0.85,0.85,0.709166667
694,0.21,0.21,0.21,0.21,0.21,0,0,0,0,0,0.090183333,0.220785714,0.270863492,0,0,0,0,0,0,0,0.181888889,0.14924,0.183828655,0.244212167,0.173978739,0.85,0.85,0.709166667
695,0.21,0.21,0.21,0.21,0.21,0,0,0,0,0,0.08565,0.222484524,0.291631746,0,0,0,0,0,0,0,0.1639,0.122745,0.182381287,0.243784833,0.18461916,0.85,0.85,0.709166667
696,0.21,0.21,0.21,0.21,0.21,0,0,0,0,0,0.090416667,0.213483333,0.284606349,0,0,0,0,0,0,0,0.160188889,0.138715,0.181430799,0.2396345,0.177628319,0.85,0.85,0.709166667
697,0.21,0.21,0.21,0.21,0.21,0,0,0,0,0,0.1037,0.205966667,0.275831746,0,0,0,0,0,0,0,0.170144444,0.16601,0.187987524,0.241220833,0.178348067,0.85,0.85,0.709166667
698,0.21,0.21,0.21,0.21,0.21,0,0,0,0,0,0.107383333,0.192765476,0.280085714,0,0,0,0,0,0,0,0.171611111,0.16885,0.200931774,0.229248333,0.181213866,0.85,0.85,0.709166667
699,0.21,0.21,0.21,0.21,0.21,0,0,0,0,0,0.099083333,0.182704762,0.289638095,0,0,0,0,0,0,0,0.168644444,0.181145,0.200997271,0.211363167,0.18278958,0.85,0.85,0.709166667
700,0.21,0.21,0.21,0.21,0.21,0,0,0,0,0,0.098966667,0.17255,0.29578254,0,0,0,0,0,0,0,0.165844444,0.204145,0.218461404,0.201788833,0.184791176,0.85,0.85,0.709166667
701,0.21,0.21,0.21,0.21,0.21,0,0,0,0,0,0.109516667,0.166332143,0.301804762,0,0,0,0,0,0,0,0.1835,0.183245,0.223665887,0.194587,0.173693697,0.85,0.85,0.709166667
702,0.21,0.21,0.21,0.21,0.21,0,0,0,0,0,0.126583333,0.165896429,0.310231746,0,0,0,0,0,0,0,0.180022222,0.165665,0.225979922,0.186480667,0.172186639,0.85,0.85,0.709166667
703,0.21,0.21,0.21,0.21,0.21,0,0.00708,0,0,0,0.132466667,0.176007143,0.304226984,0,0,0,0.00929,0,0,0,0.176133333,0.153925,0.210141326,0.179473833,0.176303697,0.85,0.85,0.709166667
704,0.21,0.21,0.21,0.21,0.21,0.107933333,0.15179,0.021908148,0.058550667,0.036130357,0.140433333,0.176059524,0.29385873,0,0,0.100933333,0.18776,0.023301754,0.056238436,0.038800672,0.178444444,0.14676,0.199622222,0.175018667,0.184194538,0.85,0.85,0.709166667
705,0.21,0.21,0.21,0.21,0.21,0.2752,0.312825,0.193712593,0.244028333,0.23311,0.130466667,0.181332143,0.273652381,0,0,0.263833333,0.358095,0.198564327,0.241679897,0.229920924,0.151544444,0.139225,0.195085185,0.143653167,0.166620756,0.85,0.85,0.709166667
706,0.21,0.21,0.21,0.21,0.21,0.404983333,0.4337,0.350259259,0.414273333,0.422083214,0.122933333,0.177457143,0.273211111,0,0,0.399455556,0.47579,0.360388499,0.413786526,0.416213529,0.090977778,0.14051,0.174783041,0.108721833,0.122284202,0.85,0.85,0.709166667
707,0.21,0.21,0.21,0.21,0.21,0.506716667,0.504245,0.467012593,0.535002667,0.554633571,0.108516667,0.173325,0.246126984,0,0,0.503355556,0.54554,0.474896296,0.543117987,0.549482689,0.067733333,0.123205,0.128210916,0.103845,0.084786471,0.85,0.85,0.709166667
708,0.21,0.21,0.21,0.21,0.21,0.560183333,0.547995,0.550223704,0.608021333,0.639097143,0.089266667,0.163370238,0.213155556,0,0,0.547211111,0.593235,0.549302534,0.618263513,0.63592563,0.056744444,0.11802,0.121931969,0.108763833,0.069332353,0.85,0.85,0.709166667
709,0.21,0.21,0.21,0.21,0.21,0.57705,0.5248,0.570791111,0.626054,0.665244643,0.0729,0.160184524,0.189765079,0,0,0.583088889,0.569645,0.565005068,0.641091359,0.663422857,0.063555556,0.117025,0.133150877,0.110172,0.065187059,0.85,0.85,0.709166667
710,0.21,0.21,0.21,0.21,0.21,0.532083333,0.4594,0.568128889,0.615843667,0.652615,0.062266667,0.154405952,0.186193651,0,0,0.5336,0.505375,0.564257505,0.622709346,0.650375714,0.066122222,0.120155,0.151417349,0.111149,0.065690588,0.85,0.85,0.709166667
711,0.21,0.21,0.21,0.21,0.21,0.449066667,0.35659,0.494259259,0.552596333,0.592613929,0.06055,0.154057143,0.172425397,0,0,0.432866667,0.401755,0.491814815,0.559542538,0.586032185,0.073777778,0.1235,0.156278947,0.110459667,0.06140042,0.85,0.85,0.709166667
712,0.21,0.21,0.21,0.21,0.21,0.315066667,0.21402,0.371911111,0.450033,0.477353214,0.061433333,0.152336905,0.166279365,0,0,0.2896,0.236915,0.374294347,0.446375795,0.475856891,0.079666667,0.11815,0.165912281,0.110189,0.053496134,0.85,0.85,0.709166667
713,0.21,0.21,0.21,0.21,0.21,0.1442,0.060325,0.231093333,0.296003667,0.324325714,0.0713,0.157678571,0.170057143,0,0,0.120944444,0.07191,0.225649123,0.295707295,0.317427899,0.080888889,0.10939,0.161093957,0.110524667,0.054659832,0.85,0.85,0.709166667
714,0.21,0.21,0.21,0.21,0.21,0.002133333,0,0.049762963,0.104090667,0.118102857,0.069483333,0.166609524,0.184733333,0,0,0.001422222,0,0.042948733,0.105150026,0.114077815,0.097911111,0.126525,0.163689669,0.118406667,0.072463025,0.85,0.85,0.709166667
715,0.21,0.21,0.21,0.21,0.21,0,0,0,1.07E-05,0.0005975,0.0716,0.181880952,0.211693651,0,0,0,0,0,1.67E-06,0.00040042,0.138422222,0.155175,0.176153801,0.150368667,0.100682185,0.85,0.85,0.709166667
716,0.21,0.21,0.21,0.21,0.21,0,0,0,0,0,0.076066667,0.193359524,0.237034921,0,0,0,0,0,0,0,0.169644444,0.17381,0.185111501,0.175315167,0.126362185,0.85,0.85,0.709166667
717,0.21,0.21,0.21,0.21,0.21,0,0,0,0,0,0.0868,0.196675,0.249355556,0,0,0,0,0,0,0,0.178166667,0.183185,0.19074269,0.197808667,0.147516218,0.85,0.85,0.709166667
718,0.21,0.21,0.21,0.21,0.21,0,0,0,0,0,0.089616667,0.202844048,0.251522222,0,0,0,0,0,0,0,0.170988889,0.181955,0.189941715,0.204686833,0.160313782,0.85,0.85,0.709166667
719,0.21,0.21,0.21,0.21,0.21,0,0,0,0,0,0.09495,0.203955952,0.258168254,0,0,0,0,0,0,0,0.1788,0.185085,0.188745809,0.208996167,0.17063521,0.85,0.85,0.709166667
720,0.21,0.21,0.21,0.21,0.21,0,0,0,0,0,0.10385,0.195810714,0.256703175,0,0,0,0,0,0,0,0.190366667,0.180975,0.191704678,0.205984667,0.174423866,0.85,0.85,0.709166667
721,0.21,0.21,0.21,0.21,0.21,0,0,0,0,0,0.117566667,0.181786905,0.269528571,0,0,0,0,0,0,0,0.181966667,0.1788,0.195924756,0.194801667,0.171147983,0.85,0.85,0.709166667
722,0.21,0.21,0.21,0.21,0.21,0,0,0,0,0,0.1449,0.168829762,0.28367619,0,0,0,0,0,0,0,0.1868,0.18403,0.197123392,0.183559167,0.177364286,0.85,0.85,0.709166667
723,0.21,0.21,0.21,0.21,0.21,0,0,0,0,0,0.147066667,0.160472619,0.310531746,0,0,0,0,0,0,0,0.193733333,0.176475,0.198996491,0.1752625,0.177925294,0.85,0.85,0.709166667
724,0.21,0.21,0.21,0.21,0.21,0,0,0,0,0,0.147783333,0.152857143,0.323971429,0,0,0,0,0,0,0,0.194488889,0.167155,0.196194347,0.162035667,0.177181092,0.85,0.85,0.709166667
725,0.21,0.21,0.21,0.21,0.21,0,0,0,0,0,0.152733333,0.154459524,0.319184127,0,0,0,0,0,0,0,0.178777778,0.14351,0.188808187,0.160104833,0.175829748,0.85,0.85,0.709166667
726,0.21,0.21,0.21,0.21,0.21,0,0,0,0,0,0.16575,0.152689286,0.321485714,0,0,0,0,0,0,0,0.162677778,0.117435,0.188432943,0.165089,0.176315882,0.85,0.85,0.709166667
727,0.21,0.21,0.21,0.21,0.21,0,0.00687,0,0,0,0.206766667,0.154563095,0.307461905,0,0,0,0.008245,0,0,0,0.141022222,0.099505,0.179624951,0.174223,0.171591008,0.85,0.85,0.709166667
728,0.21,0.21,0.21,0.21,0.21,0.12115,0.15095,0.024714815,0.058734333,0.041525357,0.203766667,0.149472619,0.29064127,0,0,0.107777778,0.185595,0.02582963,0.057613154,0.042792857,0.129688889,0.092015,0.173025536,0.17283,0.169828151,0.85,0.85,0.709166667
729,0.21,0.21,0.21,0.21,0.21,0.30635,0.315085,0.191748148,0.239247333,0.2410425,0.195533333,0.148897619,0.266003175,0,0,0.276222222,0.359305,0.201690253,0.241181282,0.238941765,0.1089,0.08244,0.167514815,0.156768333,0.153208571,0.85,0.85,0.709166667
730,0.21,0.21,0.21,0.21,0.21,0.448833333,0.42895,0.350226667,0.416584667,0.424423214,0.174933333,0.151164286,0.244085714,0,0,0.406811111,0.484475,0.354181287,0.417599846,0.422318824,0.074666667,0.07319,0.147235283,0.1234195,0.112703277,0.85,0.85,0.709166667
731,0.19,0.19,0.19,0.19,0.19,0.556766667,0.49845,0.470598519,0.545541667,0.555975357,0.165316667,0.152941667,0.220109524,0,0,0.506577778,0.539125,0.454702144,0.547734397,0.55529563,0.050177778,0.07528,0.104616374,0.113161667,0.073023109,0.85,0.85,0.709166667
732,0.19,0.19,0.19,0.19,0.19,0.613316667,0.53747,0.544568148,0.618090667,0.637867857,0.1447,0.14547381,0.189511111,0,0,0.578766667,0.59368,0.524446979,0.627381705,0.636278487,0.042544444,0.07758,0.093405653,0.110839,0.05604916,0.85,0.85,0.709166667
733,0.19,0.19,0.19,0.19,0.19,0.611533333,0.52151,0.557672593,0.640867,0.664093571,0.12285,0.140460714,0.174395238,0,0,0.601377778,0.58271,0.550880117,0.651118897,0.662531261,0.038,0.08511,0.101904678,0.111981667,0.055675966,0.85,0.85,0.709166667
734,0.19,0.19,0.19,0.19,0.19,0.576416667,0.464825,0.55670963,0.623752333,0.649550357,0.104283333,0.142017857,0.176096825,0,0,0.551177778,0.504665,0.550348343,0.636450103,0.645586471,0.038177778,0.087395,0.121723782,0.1140485,0.057574118,0.85,0.85,0.709166667
735,0.19,0.19,0.19,0.19,0.19,0.478683333,0.35324,0.487254074,0.561557667,0.589946429,0.088766667,0.145714286,0.175920635,0,0,0.453711111,0.403785,0.47894269,0.570519077,0.586506471,0.0427,0.081155,0.141248733,0.117958,0.058398151,0.85,0.85,0.709166667
736,0.19,0.19,0.19,0.19,0.19,0.31755,0.2103,0.375951852,0.449588,0.474245714,0.084333333,0.151484524,0.18058254,0,0,0.306877778,0.252835,0.370846784,0.456368603,0.473124706,0.042055556,0.084425,0.144649513,0.124257,0.058912269,0.85,0.85,0.709166667
737,0.19,0.19,0.19,0.19,0.19,0.1501,0.06071,0.22004,0.294482667,0.322416429,0.076333333,0.151533333,0.190088889,0,0,0.132888889,0.07662,0.228570565,0.302653603,0.315816218,0.040866667,0.091365,0.155912086,0.121914333,0.057547143,0.85,0.85,0.709166667
738,0.19,0.19,0.19,0.19,0.19,0.002716667,0,0.049761481,0.105326667,0.118466071,0.070083333,0.165166667,0.206871429,0,0,0.001866667,0,0.047774269,0.107704897,0.113342689,0.053755556,0.09895,0.173540741,0.134309833,0.072326975,0.85,0.85,0.709166667
739,0.19,0.19,0.19,0.19,0.19,0,0,0,2.53E-05,0.000587857,0.071316667,0.181664286,0.222961905,0,0,0,0,5.85E-07,0.000025,0.000423445,0.076233333,0.091815,0.186516179,0.165410167,0.106762185,0.85,0.85,0.709166667
740,0.19,0.19,0.19,0.19,0.19,0,0,0,0,0,0.070533333,0.193352381,0.234607937,0,0,0,0,0,0,0,0.092955556,0.09306,0.184538791,0.194930167,0.114765042,0.85,0.85,0.709166667
741,0.19,0.19,0.19,0.19,0.19,0,0,0,0,0,0.071866667,0.200941667,0.26075873,0,0,0,0,0,0,0,0.108177778,0.09523,0.196491033,0.224932667,0.128978235,0.85,0.85,0.709166667
742,0.19,0.19,0.19,0.19,0.19,0,0,0,0,0,0.087316667,0.199808333,0.254980952,0,0,0,0,0,0,0,0.118611111,0.08719,0.189172515,0.2336885,0.144745462,0.85,0.85,0.709166667
743,0.19,0.19,0.19,0.19,0.19,0,0,0,0,0,0.100033333,0.202157143,0.276507937,0,0,0,0,0,0,0,0.119766667,0.069195,0.19824425,0.238269,0.159333109,0.85,0.85,0.709166667
744,0.19,0.19,0.19,0.19,0.19,0,0,0,0,0,0.109216667,0.208252381,0.271828571,0,0,0,0,0,0,0,0.130711111,0.07565,0.202212281,0.239985333,0.166666471,0.85,0.85,0.709166667
745,0.19,0.19,0.19,0.19,0.19,0,0,0,0,0,0.1153,0.193303571,0.289636508,0,0,0,0,0,0,0,0.125722222,0.066425,0.201806823,0.2180395,0.168020084,0.85,0.85,0.709166667
746,0.19,0.19,0.19,0.19,0.19,0,0,0,0,0,0.119683333,0.18884881,0.295001587,0,0,0,0,0,0,0,0.131822222,0.06421,0.212905068,0.200254333,0.175308571,0.85,0.85,0.709166667
747,0.19,0.19,0.19,0.19,0.19,0,0,0,0,0,0.1184,0.17964881,0.306704762,0,0,0,0,0,0,0,0.126644444,0.06362,0.211496491,0.1904455,0.191011933,0.85,0.85,0.709166667
748,0.19,0.19,0.19,0.19,0.19,0,0,0,0,0,0.116183333,0.162794048,0.32718254,0,0,0,0,0,0,0,0.120188889,0.0697,0.190340741,0.1832385,0.192279916,0.85,0.85,0.709166667
749,0.19,0.19,0.19,0.19,0.19,0,0,0,0,0,0.1193,0.149997619,0.305404762,0,0,0,0,0,0,0,0.117122222,0.078785,0.18735848,0.176758833,0.193264622,0.85,0.85,0.709166667
750,0.19,0.19,0.19,0.19,0.19,0,0,0,0,0,0.127216667,0.140409524,0.280898413,0,0,0,0,0,0,0,0.116177778,0.084735,0.175782651,0.1786975,0.206239916,0.85,0.85,0.709166667
751,0.19,0.19,0.19,0.19,0.19,0,0.00844,0,0,0,0.137583333,0.13944881,0.286755556,0,0,0,0.00962,0,0,0,0.111288889,0.09099,0.177045419,0.176239167,0.201221176,0.85,0.85,0.709166667
752,0.19,0.19,0.19,0.19,0.19,0.110766667,0.151065,0.022358519,0.057518667,0.038583571,0.159033333,0.132746429,0.276093651,0,0,0.1053,0.18213,0.022773489,0.056757641,0.039282353,0.099622222,0.09257,0.157432554,0.177297333,0.19986042,0.85,0.85,0.709166667
753,0.19,0.19,0.19,0.19,0.19,0.2861,0.309725,0.19174,0.239065667,0.234891786,0.16775,0.142830952,0.26605873,0,0,0.267866667,0.3498,0.197881287,0.240209256,0.230857731,0.075366667,0.08985,0.130501754,0.159599833,0.188511849,0.85,0.85,0.709166667
754,0.19,0.19,0.19,0.19,0.19,0.418483333,0.423295,0.357340741,0.407620667,0.417126071,0.1628,0.151857143,0.2421,0,0,0.400077778,0.473195,0.355690838,0.414943795,0.414926218,0.0515,0.077515,0.137264912,0.122655833,0.144560252,0.85,0.85,0.709166667
755,0.19,0.19,0.19,0.19,0.19,0.512133333,0.515065,0.480491111,0.535857667,0.552483571,0.15395,0.156266667,0.218257143,0,0,0.486611111,0.553155,0.477659649,0.540778615,0.553365042,0.0423,0.092705,0.117680507,0.107027667,0.095822689,0.85,0.85,0.709166667
756,0.19,0.19,0.19,0.19,0.19,0.58345,0.54613,0.564855556,0.612206,0.630850714,0.146883333,0.144261905,0.206471429,0,0,0.560577778,0.573655,0.541539766,0.622758962,0.63487958,0.042266667,0.093485,0.104872125,0.110435833,0.076146134,0.85,0.85,0.709166667
757,0.19,0.19,0.19,0.19,0.19,0.5938,0.5315,0.587513333,0.635278333,0.657156429,0.1252,0.138663095,0.191760317,0,0,0.563022222,0.55521,0.563160234,0.648904795,0.659567143,0.044788889,0.11176,0.094505068,0.114389,0.068897479,0.85,0.85,0.709166667
758,0.19,0.19,0.19,0.19,0.19,0.561066667,0.453435,0.586768889,0.617559333,0.645850357,0.1203,0.134358333,0.184926984,0,0,0.5301,0.496825,0.566994737,0.632401654,0.647992437,0.045044444,0.115265,0.095370175,0.118752333,0.066658824,0.85,0.85,0.709166667
759,0.19,0.19,0.19,0.19,0.19,0.472033333,0.36287,0.523321481,0.559861,0.579427143,0.119283333,0.134682143,0.179006349,0,0,0.434611111,0.39345,0.495531384,0.568843462,0.581985042,0.0475,0.10966,0.095810136,0.120749167,0.065796387,0.85,0.85,0.709166667
760,0.19,0.19,0.19,0.19,0.19,0.322866667,0.200255,0.405237778,0.445203333,0.468048929,0.1243,0.134817857,0.183169841,0,0,0.293844444,0.232885,0.398294347,0.451764179,0.464566891,0.0502,0.106695,0.102289084,0.123248333,0.065357983,0.85,0.85,0.709166667
761,0.19,0.19,0.19,0.19,0.19,0.146166667,0.062335,0.248931852,0.292863667,0.314734286,0.094683333,0.139959524,0.184455556,0,0,0.1276,0.074125,0.238362378,0.298949205,0.314772437,0.051533333,0.126625,0.116309552,0.127139667,0.064805042,0.85,0.85,0.709166667
762,0.19,0.19,0.19,0.19,0.19,0.002466667,0,0.056794074,0.107087,0.116008214,0.094066667,0.153044048,0.195663492,0,0,0.001711111,0,0.050898635,0.108064577,0.112230924,0.049988889,0.14355,0.131493177,0.149040167,0.084704034,0.85,0.85,0.709166667
763,0.19,0.19,0.19,0.19,0.19,0,0,0,3.87E-05,0.000605357,0.0971,0.166153571,0.221555556,0,0,0,0,2.34E-06,3.53E-05,0.000466303,0.072922222,0.17034,0.157075049,0.194508667,0.105547395,0.85,0.85,0.709166667
764,0.19,0.19,0.19,0.19,0.19,0,0,0,0,0,0.09225,0.173622619,0.228996825,0,0,0,0,0,0,0,0.098233333,0.16714,0.184160234,0.219554667,0.1281,0.85,0.85,0.709166667
765,0.19,0.19,0.19,0.19,0.19,0,0,0,0,0,0.088816667,0.178307143,0.239368254,0,0,0,0,0,0,0,0.101088889,0.17706,0.198296296,0.23713,0.153387479,0.85,0.85,0.709166667
766,0.19,0.19,0.19,0.19,0.19,0,0,0,0,0,0.092016667,0.183596429,0.262834921,0,0,0,0,0,0,0,0.092266667,0.19113,0.201075634,0.240370833,0.166642017,0.85,0.85,0.709166667
767,0.19,0.19,0.19,0.19,0.19,0,0,0,0,0,0.089766667,0.182708333,0.269747619,0,0,0,0,0,0,0,0.109222222,0.197465,0.209197271,0.240164167,0.168128403,0.85,0.85,0.709166667
768,0.19,0.19,0.19,0.19,0.19,0,0,0,0,0,0.0894,0.182486905,0.278887302,0,0,0,0,0,0,0,0.124222222,0.20739,0.207279142,0.233405667,0.178351261,0.85,0.85,0.709166667
769,0.19,0.19,0.19,0.19,0.19,0,0,0,0,0,0.087566667,0.181142857,0.287642857,0,0,0,0,0,0,0,0.136744444,0.19439,0.210061014,0.216546333,0.184603782,0.85,0.85,0.709166667
770,0.19,0.19,0.19,0.19,0.19,0,0,0,0,0,0.090016667,0.174663095,0.292619048,0,0,0,0,0,0,0,0.135844444,0.16617,0.205703509,0.205755,0.189851597,0.85,0.85,0.709166667
771,0.19,0.19,0.19,0.19,0.19,0,0,0,0,0,0.09485,0.167653571,0.294826984,0,0,0,0,0,0,0,0.139844444,0.16833,0.191055361,0.208384167,0.193887059,0.85,0.85,0.709166667
772,0.19,0.19,0.19,0.19,0.19,0,0,0,0,0,0.10285,0.163721429,0.305393651,0,0,0,0,0,0,0,0.120255556,0.16015,0.187053606,0.201181167,0.185463109,0.85,0.85,0.709166667
773,0.19,0.19,0.19,0.19,0.19,0,0,0,0,0,0.119083333,0.15872381,0.29707619,0,0,0,0,0,0,0,0.114533333,0.159545,0.183636452,0.194411667,0.185151261,0.85,0.85,0.709166667
774,0.19,0.19,0.19,0.19,0.19,0,0,0,0,0,0.142433333,0.152110714,0.293260317,0,0,0,0,0,0,0,0.116855556,0.159115,0.172488304,0.186486333,0.197522353,0.85,0.85,0.709166667
775,0.19,0.19,0.19,0.19,0.19,0.000133333,0.009315,0,0,0,0.147166667,0.151138095,0.279355556,0,0,0,0.01142,0,0,0,0.093277778,0.138925,0.158075439,0.1779175,0.197435378,0.85,0.85,0.709166667
776,0.19,0.19,0.19,0.19,0.19,0.118166667,0.160725,0.026306667,0.057623667,0.039518214,0.15055,0.149996429,0.262988889,0,0,0.109188889,0.190475,0.0285846,0.057350641,0.040577479,0.089244444,0.12392,0.152132554,0.173818667,0.198491261,0.85,0.85,0.709166667
777,0.19,0.19,0.19,0.19,0.19,0.3113,0.334565,0.205935556,0.240406,0.235178929,0.1625,0.146688095,0.260411111,0,0,0.290866667,0.36985,0.218080702,0.243066526,0.230411261,0.074833333,0.11646,0.142515595,0.155765667,0.189617227,0.85,0.85,0.709166667
778,0.19,0.19,0.19,0.19,0.19,0.459466667,0.44635,0.366528148,0.404713,0.416377143,0.155016667,0.144852381,0.241150794,0,0,0.435933333,0.483175,0.375823197,0.411096462,0.416029328,0.045488889,0.10742,0.121466862,0.123456167,0.14522958,0.85,0.85,0.709166667
779,0.19,0.19,0.19,0.19,0.19,0.564116667,0.524265,0.486867407,0.530175667,0.551636786,0.143516667,0.141385714,0.224338095,0,0,0.534488889,0.556545,0.485998441,0.540154885,0.552167395,0.039155556,0.089805,0.09387115,0.1146465,0.108159664,0.85,0.85,0.709166667
780,0.19,0.19,0.19,0.19,0.19,0.611983333,0.565155,0.582317037,0.605653333,0.632458214,0.134016667,0.132858333,0.194387302,0,0,0.599744444,0.590875,0.56007271,0.618971064,0.633539244,0.040233333,0.070595,0.078257505,0.120649,0.080157983,0.85,0.85,0.709166667
781,0.19,0.19,0.19,0.19,0.19,0.60705,0.55648,0.607266667,0.630318,0.663198929,0.12205,0.127545238,0.165819048,0,0,0.595488889,0.583935,0.584200195,0.641699128,0.660857227,0.039011111,0.090005,0.081429435,0.127862833,0.068144286,0.85,0.85,0.709166667
782,0.19,0.19,0.19,0.19,0.19,0.567866667,0.48486,0.607577037,0.613087,0.650464286,0.1128,0.123697619,0.148720635,0,0,0.551955556,0.52085,0.599480117,0.627155282,0.646997311,0.0465,0.090855,0.085590643,0.130262,0.065248739,0.85,0.85,0.709166667
783,0.19,0.19,0.19,0.19,0.19,0.472816667,0.370325,0.539027407,0.550046333,0.585434286,0.1064,0.126963095,0.147180952,0,0,0.446811111,0.41606,0.5312154,0.561970205,0.582463613,0.052377778,0.097715,0.099602729,0.132969667,0.061831176,0.85,0.85,0.709166667
784,0.19,0.19,0.19,0.19,0.19,0.334183333,0.23426,0.420781481,0.446856333,0.472872143,0.1073,0.130570238,0.144626984,0,0,0.312611111,0.266025,0.427529045,0.45316791,0.474132857,0.054211111,0.106345,0.112138402,0.1338415,0.061831345,0.85,0.85,0.709166667
785,0.19,0.19,0.19,0.19,0.19,0.15355,0.073245,0.254876296,0.293626667,0.320433571,0.0978,0.136291667,0.149792063,0,0,0.138111111,0.08699,0.258801754,0.298688359,0.316978992,0.054122222,0.119845,0.126787135,0.137749167,0.059280336,0.85,0.85,0.709166667
786,0.19,0.19,0.19,0.19,0.19,0.002633333,0,0.060701481,0.107351667,0.118417857,0.099033333,0.145992857,0.166128571,0,0,0.002077778,0,0.054661793,0.108792423,0.114342773,0.060055556,0.13521,0.1486,0.158813667,0.079509916,0.85,0.85,0.709166667
787,0.19,0.19,0.19,0.19,0.19,0,0,0,5.73E-05,0.000635714,0.098466667,0.16624881,0.1766,0,0,0,0,2.92E-06,4.70E-05,0.000488403,0.084422222,0.14328,0.184358674,0.2016225,0.104553529,0.85,0.85,0.709166667
788,0.19,0.19,0.19,0.19,0.19,0,0,0,0,0,0.089833333,0.164929762,0.190784127,0,0,0,0,0,0,0,0.111722222,0.142815,0.21658577,0.228479,0.123447647,0.85,0.85,0.709166667
789,0.19,0.19,0.19,0.19,0.19,0,0,0,0,0,0.083683333,0.16969881,0.23827619,0,0,0,0,0,0,0,0.1268,0.163775,0.231958674,0.249722,0.146130588,0.85,0.85,0.709166667
790,0.19,0.19,0.19,0.19,0.19,0,0,0,0,0,0.079116667,0.172094048,0.247365079,0,0,0,0,0,0,0,0.156366667,0.16848,0.2276154,0.263921167,0.160951429,0.85,0.85,0.709166667
791,0.19,0.19,0.19,0.19,0.19,0,0,0,0,0,0.068183333,0.170169048,0.254292063,0,0,0,0,0,0,0,0.1926,0.158555,0.23002924,0.262406,0.174285378,0.85,0.85,0.709166667
792,0.19,0.19,0.19,0.19,0.19,0,0,0,0,0,0.072733333,0.164767857,0.26628254,0,0,0,0,0,0,0,0.217222222,0.14258,0.234425926,0.257517833,0.181638739,0.85,0.85,0.709166667
793,0.19,0.19,0.19,0.19,0.19,0,0,0,0,0,0.075916667,0.15525,0.265211111,0,0,0,0,0,0,0,0.225244444,0.137085,0.23614347,0.240210833,0.186283445,0.85,0.85,0.709166667
794,0.19,0.19,0.19,0.19,0.19,0,0,0,0,0,0.078016667,0.148652381,0.264371429,0,0,0,0,0,0,0,0.208755556,0.12948,0.230501365,0.229441333,0.189491849,0.85,0.85,0.709166667
795,0.19,0.19,0.19,0.19,0.19,0,0,0,0,0,0.0757,0.140489286,0.265412698,0,0,0,0,0,0,0,0.187888889,0.135485,0.239188889,0.2204235,0.196454958,0.85,0.85,0.709166667
796,0.19,0.19,0.19,0.19,0.19,0,0,0,0,0,0.086383333,0.128952381,0.278309524,0,0,0,0,0,0,0,0.177044444,0.138555,0.238074074,0.2067685,0.212320504,0.85,0.85,0.709166667
797,0.19,0.19,0.19,0.19,0.19,0,0,0,0,0,0.102133333,0.122280952,0.276225397,0,0,0,0,0,0,0,0.167722222,0.134855,0.238634698,0.192721333,0.220223109,0.85,0.85,0.709166667
