Time_Index,NR_conventional_hydroelectric,NER_conventional_hydroelectric,ER_conventional_hydroelectric,WR_conventional_hydroelectric,SR_conventional_hydroelectric,ER_solar_rt,NER_solar_rt,NR_solar_rt,SR_solar_rt,WR_solar_rt,ER_offshore_wind,SR_offshore_wind,WR_offshore_wind,NER_offshore_wind,NR_offshore_wind,ER_solar_pv,NER_solar_pv,NR_solar_pv,SR_solar_pv,WR_solar_pv,ER_onshore_wind,NER_onshore_wind,NR_onshore_wind,SR_onshore_wind,WR_onshore_wind
233,0.4,0.4,0.4,0.4,0.4,0.070116667,0.03338,0.177884444,0.182758333,0.189094643,0.19245,0.097994048,0.101744444,0,0,0.0665,0.03765,0.180962768,0.179244564,0.189385042,0.092977778,0.064275,0.078009162,0.068396833,0.050682017
234,0.4,0.4,0.4,0.4,0.4,0,0,0.01802,0.034155667,0.038389286,0.190216667,0.110159524,0.111377778,0,0,0,0,0.018432749,0.034348679,0.039541849,0.116733333,0.060095,0.0895,0.080687667,0.059662269
235,0.4,0.4,0.4,0.4,0.4,0,0,0,0,0,0.168233333,0.117505952,0.107422222,0,0,0,0,0,0,0,0.128855556,0.05247,0.090757895,0.096130167,0.073973529
236,0.4,0.4,0.4,0.4,0.4,0,0,0,0,0,0.180916667,0.114321429,0.108692063,0,0,0,0,0,0,0,0.135855556,0.056445,0.093430799,0.094802,0.089296723
237,0.4,0.4,0.4,0.4,0.4,0,0,0,0,0,0.150783333,0.109139286,0.10622381,0,0,0,0,0,0,0,0.137377778,0.05207,0.093665107,0.092973667,0.098133193
238,0.4,0.4,0.4,0.4,0.4,0,0,0,0,0,0.156583333,0.107552381,0.104533333,0,0,0,0,0,0,0,0.116877778,0.049705,0.112932749,0.0867865,0.102513697
239,0.4,0.4,0.4,0.4,0.4,0,0,0,0,0,0.177533333,0.103909524,0.115380952,0,0,0,0,0,0,0,0.121622222,0.053455,0.110859454,0.082889,0.106327815
240,0.4,0.4,0.4,0.4,0.4,0,0,0,0,0,0.148683333,0.107184524,0.117409524,0,0,0,0,0,0,0,0.131822222,0.065835,0.102681092,0.078389333,0.106382521
241,0.25,0.25,0.25,0.25,0.25,0,0,0,0,0,0.20845,0.174352381,0.233693651,0,0,0,0,0,0,0,0.193511111,0.0775,0.201596296,0.182975333,0.20404605
242,0.25,0.25,0.25,0.25,0.25,0,0,0,0,0,0.202483333,0.179838095,0.24874127,0,0,0,0,0,0,0,0.197411111,0.07972,0.204446784,0.175177,0.208148235
243,0.25,0.25,0.25,0.25,0.25,0,0,0,0,0,0.21045,0.160640476,0.25338254,0,0,0,0,0,0,0,0.201955556,0.08272,0.20274386,0.167266333,0.206309916
244,0.25,0.25,0.25,0.25,0.25,0,0,0,0,0,0.235733333,0.161933333,0.269403175,0,0,0,0,0,0,0,0.191366667,0.09185,0.192282261,0.162199667,0.199452353
245,0.25,0.25,0.25,0.25,0.25,0,0,0,0,0,0.260616667,0.167654762,0.268252381,0,0,0,0,0,0,0,0.171655556,0.078215,0.181316764,0.156236,0.196473697
246,0.25,0.25,0.25,0.25,0.25,0,0,0,0,0,0.2767,0.166636905,0.276065079,0,0,0,0,0,0,0,0.176066667,0.096135,0.161883626,0.158144833,0.20515521
247,0.25,0.25,0.25,0.25,0.25,0.0223,0.07595,0.002477778,0.002017333,0.00016,0.282083333,0.175213095,0.277719048,0,0,0.020666667,0.092585,0.001048148,0.001571167,0.00041,0.169866667,0.09543,0.153759844,0.1605855,0.206863277
248,0.25,0.25,0.25,0.25,0.25,0.1814,0.24632,0.079155556,0.120432,0.091432857,0.316166667,0.17812381,0.279419048,0,0,0.178411111,0.272615,0.087479337,0.120521846,0.093459496,0.157733333,0.08378,0.142817544,0.157971833,0.209300252
249,0.25,0.25,0.25,0.25,0.25,0.33515,0.390015,0.263505185,0.285857667,0.276102857,0.329633333,0.185615476,0.280801587,0,0,0.327533333,0.417755,0.281642885,0.285242115,0.279076387,0.108066667,0.072155,0.128375634,0.141148,0.18102
250,0.25,0.25,0.25,0.25,0.25,0.452,0.483925,0.418399259,0.422596333,0.424404286,0.321283333,0.191340476,0.274322222,0,0,0.4507,0.51244,0.43412885,0.41998409,0.428553025,0.080955556,0.06378,0.09599961,0.119644,0.129062521
251,0.25,0.25,0.25,0.25,0.25,0.519483333,0.55195,0.517815556,0.506945333,0.52938,0.30715,0.198596429,0.256695238,0,0,0.524122222,0.5687,0.528968226,0.506916679,0.533502185,0.084111111,0.07929,0.077938402,0.119503167,0.096875798
252,0.25,0.25,0.25,0.25,0.25,0.542,0.56284,0.572939259,0.548728,0.584417857,0.313166667,0.190844048,0.234603175,0,0,0.545722222,0.57451,0.572112086,0.546145667,0.592848487,0.094677778,0.10028,0.085540936,0.119924333,0.083575378
253,0.25,0.25,0.25,0.25,0.25,0.514416667,0.52101,0.579960741,0.539533667,0.578655,0.314616667,0.175533333,0.203593651,0,0,0.5285,0.54008,0.586988109,0.55102441,0.600891429,0.096333333,0.098745,0.095667251,0.125530167,0.070393697
254,0.25,0.25,0.25,0.25,0.25,0.441783333,0.46219,0.54478963,0.498099333,0.554783571,0.28425,0.17369881,0.161252381,0,0,0.455244444,0.48292,0.537396101,0.507647064,0.564392773,0.091611111,0.088565,0.104602534,0.128721667,0.067196723
255,0.25,0.25,0.25,0.25,0.25,0.341033333,0.331915,0.460895556,0.4246,0.472496071,0.268033333,0.1744,0.16418254,0,0,0.348955556,0.35294,0.457405458,0.433919808,0.478392101,0.089388889,0.101715,0.116878947,0.134821333,0.063376891
256,0.25,0.25,0.25,0.25,0.25,0.194666667,0.16484,0.308642222,0.311771667,0.343331429,0.238533333,0.185839286,0.152580952,0,0,0.196166667,0.187755,0.314388889,0.312797474,0.343296639,0.092111111,0.115035,0.127270955,0.1421055,0.064283866
257,0.25,0.25,0.25,0.25,0.25,0.038633333,0.00807,0.132277037,0.161091667,0.178815,0.20905,0.185095238,0.145028571,0,0,0.031944444,0.009605,0.13788577,0.164754321,0.180008403,0.096033333,0.12925,0.139181481,0.138579667,0.076017983
258,0.25,0.25,0.25,0.25,0.25,0,0,0.000777778,0.021325,0.023292143,0.203433333,0.191609524,0.138428571,0,0,0,0,0.001340351,0.020957756,0.02330084,0.122133333,0.1226,0.156149318,0.157731667,0.107217395
259,0.25,0.25,0.25,0.25,0.25,0,0,0,0,0,0.173616667,0.188995238,0.152563492,0,0,0,0,0,0,0,0.141366667,0.105025,0.161621248,0.178944167,0.152428739
260,0.25,0.25,0.25,0.25,0.25,0,0,0,0,0,0.153633333,0.1882,0.185768254,0,0,0,0,0,0,0,0.139977778,0.117865,0.164130214,0.1938775,0.176737815
261,0.25,0.25,0.25,0.25,0.25,0,0,0,0,0,0.148083333,0.178986905,0.222884127,0,0,0,0,0,0,0,0.142988889,0.1188,0.162040156,0.190509667,0.182111261
262,0.25,0.25,0.25,0.25,0.25,0,0,0,0,0,0.131433333,0.187570238,0.234761905,0,0,0,0,0,0,0,0.153766667,0.12875,0.161332749,0.197103333,0.188818655
263,0.25,0.25,0.25,0.25,0.25,0,0,0,0,0,0.118366667,0.183982143,0.262039683,0,0,0,0,0,0,0,0.179277778,0.1244,0.158526511,0.189695667,0.196656891
264,0.25,0.25,0.25,0.25,0.25,0,0,0,0,0,0.113216667,0.17697619,0.270463492,0,0,0,0,0,0,0,0.1705,0.127985,0.148931384,0.184089167,0.196122605
265,0.2,0.2,0.2,0.2,0.2,0,0,0,0,0,0.283866667,0.323016667,0.341906349,0,0,0,0,0,0,0,0.205944444,0.08997,0.162998051,0.273094167,0.214421681
266,0.2,0.2,0.2,0.2,0.2,0,0,0,0,0,0.314633333,0.309270238,0.352963492,0,0,0,0,0,0,0,0.217366667,0.08984,0.155016374,0.262652833,0.212697227
267,0.2,0.2,0.2,0.2,0.2,0,0,0,0,0,0.341433333,0.301005952,0.364833333,0,0,0,0,0,0,0,0.220933333,0.088305,0.154626901,0.251344833,0.217303109
268,0.2,0.2,0.2,0.2,0.2,0,0,0,0,0,0.371183333,0.314960714,0.368604762,0,0,0,0,0,0,0,0.204444444,0.093285,0.146674464,0.247343,0.232615714
269,0.2,0.2,0.2,0.2,0.2,0,0,0,0,0,0.402783333,0.31589881,0.34442381,0,0,0,0,0,0,0,0.196777778,0.091135,0.140289279,0.242311333,0.245586471
270,0.2,0.2,0.2,0.2,0.2,0,0,0,0,0,0.4412,0.331497619,0.343601587,0,0,0,0,0,0,0,0.184755556,0.085425,0.137771735,0.2456245,0.262777563
271,0.2,0.2,0.2,0.2,0.2,0.00095,0.03088,0,0,0,0.43985,0.358580952,0.342571429,0,0,0.000122222,0.032685,0,0,0,0.180077778,0.087265,0.132563353,0.247873333,0.278322605
272,0.2,0.2,0.2,0.2,0.2,0.130233333,0.219425,0.031501481,0.081876333,0.045413929,0.44955,0.369686905,0.344088889,0,0,0.125477778,0.25011,0.029478752,0.081309346,0.050339664,0.168177778,0.07793,0.134658674,0.244751,0.281847311
273,0.2,0.2,0.2,0.2,0.2,0.290883333,0.374095,0.2319,0.248486667,0.218681429,0.438133333,0.383955952,0.354890476,0,0,0.276011111,0.41346,0.234464133,0.250494423,0.229204118,0.135433333,0.075985,0.126238596,0.2210265,0.270014538
274,0.2,0.2,0.2,0.2,0.2,0.412733333,0.49715,0.39505037,0.394540667,0.3848975,0.422266667,0.393147619,0.377366667,0,0,0.403855556,0.532885,0.397234503,0.399985628,0.393644454,0.105377778,0.06394,0.102688109,0.186276667,0.220505294
275,0.2,0.2,0.2,0.2,0.2,0.480366667,0.567455,0.510466667,0.4962,0.509659286,0.3976,0.408504762,0.36538254,0,0,0.499422222,0.598035,0.502212476,0.502743897,0.508252773,0.0934,0.064825,0.079266862,0.184293,0.183042269
276,0.2,0.2,0.2,0.2,0.2,0.521833333,0.59442,0.586913333,0.554054333,0.576715714,0.35425,0.37292381,0.314384127,0,0,0.527633333,0.61228,0.556176413,0.559677936,0.578750588,0.090733333,0.074265,0.071844055,0.199164833,0.160708571
277,0.2,0.2,0.2,0.2,0.2,0.490816667,0.557135,0.600505185,0.561791,0.587885714,0.315416667,0.345147619,0.263084127,0,0,0.508833333,0.58197,0.584403119,0.572419051,0.594789664,0.104611111,0.0755,0.075818324,0.204038167,0.146497899
278,0.2,0.2,0.2,0.2,0.2,0.4336,0.48272,0.57346963,0.533880667,0.555758571,0.29555,0.323765476,0.222131746,0,0,0.453944444,0.525155,0.551335283,0.531663103,0.56408,0.098566667,0.07888,0.085752827,0.21078,0.136431176
279,0.2,0.2,0.2,0.2,0.2,0.331416667,0.35835,0.484901481,0.456221667,0.488561429,0.28295,0.311720238,0.195785714,0,0,0.348933333,0.39735,0.482229435,0.466474103,0.497188487,0.104755556,0.085355,0.099370955,0.215587833,0.132411849
280,0.2,0.2,0.2,0.2,0.2,0.200783333,0.193385,0.349120741,0.344598333,0.3704325,0.284266667,0.319696429,0.177871429,0,0,0.205977778,0.22113,0.338298246,0.351603321,0.371654706,0.104055556,0.08635,0.111092398,0.220596833,0.123225462
281,0.2,0.2,0.2,0.2,0.2,0.047566667,0.01272,0.163642222,0.197374667,0.202607857,0.28505,0.301795238,0.187860317,0,0,0.039555556,0.012,0.151055556,0.197262679,0.204936303,0.113866667,0.089135,0.12545809,0.223422167,0.122440924
282,0.2,0.2,0.2,0.2,0.2,0,0,0.002048889,0.036661667,0.037342143,0.28495,0.310064286,0.213033333,0,0,0,0,0.002496491,0.036552179,0.034596723,0.140911111,0.097145,0.153981871,0.252480167,0.155493866
283,0.2,0.2,0.2,0.2,0.2,0,0,0,0,0,0.2708,0.336458333,0.237344444,0,0,0,0,0,0,0,0.150433333,0.102745,0.168445224,0.291424333,0.197675714
284,0.2,0.2,0.2,0.2,0.2,0,0,0,0,0,0.240916667,0.357082143,0.277990476,0,0,0,0,0,0,0,0.161222222,0.10215,0.184636257,0.301482833,0.227838655
285,0.2,0.2,0.2,0.2,0.2,0,0,0,0,0,0.227483333,0.368510714,0.320953968,0,0,0,0,0,0,0,0.184755556,0.11382,0.189408187,0.308569,0.247258908
286,0.2,0.2,0.2,0.2,0.2,0,0,0,0,0,0.225133333,0.366530952,0.338419048,0,0,0,0,0,0,0,0.193977778,0.130725,0.190925536,0.307790833,0.268475714
287,0.2,0.2,0.2,0.2,0.2,0,0,0,0,0,0.209633333,0.363004762,0.34291746,0,0,0,0,0,0,0,0.198877778,0.13894,0.18758655,0.312422333,0.274165294
288,0.2,0.2,0.2,0.2,0.2,0,0,0,0,0,0.211316667,0.347290476,0.335207937,0,0,0,0,0,0,0,0.236366667,0.14693,0.188236257,0.288852,0.284434202
