"TimeIndex","EG_SOLARGM_2039_ER","EG_SOLARGM_2039_NER","EG_SOLARGM_2039_NR","EG_SOLARGM_2039_SR","EG_SOLARGM_2039_WR","EG_SOLARRF_2039_ER","EG_SOLARRF_2039_NER","EG_SOLARRF_2039_NR","EG_SOLARRF_2039_SR","EG_SOLARRF_2039_WR","EG_WINDOFF_ALL_ER","EG_WINDOFF_ALL_SR","EG_WINDOFF_ALL_WR","EG_WINDON_2039_ER","EG_WINDON_2039_NER","EG_WINDON_2039_NR","EG_WINDON_2039_SR","EG_WINDON_2039_WR","EG_BIOMASS_2039_ALL","EG_COAL_2039_ALL","EG_LH_2039_ALL","EG_SH_2039_ALL","EG_CCGT_2039_ALL","EG_OCGT_2039_ALL","EG_PHWR_2039_ALL","EG_SMR_2039_ALL"
11,0.840396091,0.631160368,0.845601826,0.876347054,0.896702057,0.83314937,0.636641131,0.817384692,0.804544546,0.818153221,0.393695164,0.06468835,0.145770945,0.324707467,0.3740185,0.186871315,0.079028709,0.135845661,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
12,0.89396169,0.65860389,0.9425,0.9425,0.9425,0.909684637,0.678988423,0.93065594,0.913381419,0.944,0.406173942,0.066475643,0.140628123,0.32174939,0.373484566,0.183869469,0.078481886,0.129963913,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
13,0.89209325,0.647886154,0.9425,0.9425,0.9425,0.909163666,0.674834627,0.944,0.944,0.944,0.431811987,0.078361825,0.150847397,0.32791433,0.389423263,0.185257029,0.092699405,0.133000823,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
14,0.827595695,0.580596915,0.9425,0.916332498,0.9425,0.822503992,0.592641788,0.941302728,0.89451152,0.944,0.464614353,0.103721777,0.178424353,0.342005228,0.410224548,0.196830359,0.120996372,0.154748988,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
15,0.703075856,0.457161051,0.885847883,0.798326526,0.911353928,0.662926754,0.444524735,0.825804466,0.748635466,0.932793144,0.494232458,0.137957534,0.223621042,0.360864006,0.428992953,0.219625056,0.158717052,0.197092678,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
16,0.525229517,0.295521206,0.742890706,0.633501243,0.777055917,0.459995208,0.26923783,0.651596705,0.550802681,0.780473018,0.510715477,0.164982224,0.263344699,0.378466954,0.44949516,0.231148161,0.190127557,0.241560299,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
17,0.303544611,0.128209053,0.541138783,0.422189741,0.585130786,0.239303662,0.115649883,0.432087777,0.328719046,0.562866161,0.519873461,0.188319393,0.304358872,0.393367309,0.473105703,0.241923988,0.226236284,0.282522026,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
18,0.089968141,0.022061451,0.284160151,0.181419822,0.322579335,0.061506004,0.023901967,0.195047241,0.123155337,0.294336457,0.525835173,0.216798301,0.354743277,0.404469634,0.500520798,0.264561993,0.275835173,0.321558607,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
19,0,0,0.067894544,0.025453488,0.083157046,0,0,0.036004898,0.013460377,0.073369099,0.525179334,0.244024945,0.38485809,0.430001195,0.536173573,0.287219266,0.320313287,0.351787011,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
20,0,0,0,0,0,0,0,0,0,0,0.5274907,0.269939396,0.396404322,0.475575605,0.573292858,0.332838352,0.362632441,0.392159405,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
21,0,0,0,0,0,0,0,0,0,0,0.529809728,0.289015559,0.392140376,0.503755309,0.599133953,0.383147387,0.387215866,0.428351856,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
22,0,0,0,0,0,0,0,0,0,0,0.529667196,0.2982065,0.373221369,0.507551144,0.596627318,0.418738833,0.390724278,0.436257716,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
23,0,0,0,0,0,0,0,0,0,0,0.528524014,0.296001302,0.350821034,0.50194414,0.581555173,0.441063,0.379878886,0.428311947,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
24,0,0,0,0,0,0,0,0,0,0,0.5285591,0.281578626,0.332350679,0.500002309,0.571254324,0.453296863,0.358770056,0.415718029,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
25,0,0,0,0,0,0,0,0,0,0,0.53948817,0.256770614,0.320714694,0.491873133,0.553761769,0.452262773,0.323634165,0.400884791,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
26,0,0,0,0,0,0,0,0,0,0,0.537536136,0.23244579,0.313027778,0.484877277,0.531678897,0.448381967,0.289411768,0.389822343,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
27,0,0,0,0,0,0,0,0,0,0,0.530437121,0.204163518,0.306026682,0.476662222,0.511870717,0.43734479,0.255602792,0.377538224,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
28,0,0,0,0,0,0,0,0,0,0,0.506680249,0.166711966,0.277410855,0.444454449,0.467035236,0.410859702,0.213338438,0.347674324,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
29,0,0,0,0,0,0,0,0,0,0,0.481308063,0.134070051,0.250235527,0.42320952,0.440249709,0.385976973,0.178577099,0.318317942,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
30,0,0.041890135,0,0,0,0,0.017458654,0,0,0,0.459486871,0.113309396,0.241067632,0.426631516,0.440351166,0.368524698,0.160218433,0.302046004,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
31,0.125791508,0.176846482,0.029567884,0.047627808,0.025495047,0.09830873,0.118324806,0.028067252,0.028473253,0,0.437385971,0.097771282,0.227264871,0.421103278,0.432912748,0.349415635,0.144828877,0.282186931,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
32,0.380102752,0.342324238,0.203446924,0.252865793,0.212541919,0.320313916,0.282050943,0.175539835,0.18647864,0.117095745,0.422519545,0.086442241,0.20754349,0.388355123,0.429684729,0.312039209,0.120754069,0.239272316,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
33,0.609761484,0.488817864,0.468976285,0.530661245,0.50627744,0.549206466,0.441778496,0.412885889,0.436016821,0.368847278,0.409564075,0.077798902,0.183175913,0.346832944,0.415611094,0.238794652,0.100720739,0.175670477,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
34,0.753963676,0.581583136,0.690093789,0.739325237,0.740140406,0.715985421,0.561474074,0.640599905,0.648282591,0.619049567,0.396458977,0.069863753,0.160638807,0.33217085,0.392762816,0.193416338,0.089085185,0.142384163,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
35,0.840396091,0.631160368,0.845601826,0.876347054,0.896702057,0.83314937,0.636641131,0.817384692,0.804544546,0.818153221,0.393695164,0.06468835,0.145770945,0.324707467,0.3740185,0.186871315,0.079028709,0.135845661,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
36,0.89396169,0.65860389,0.9425,0.9425,0.9425,0.909684637,0.678988423,0.93065594,0.913381419,0.944,0.406173942,0.066475643,0.140628123,0.32174939,0.373484566,0.183869469,0.078481886,0.129963913,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
37,0.89209325,0.647886154,0.9425,0.9425,0.9425,0.909163666,0.674834627,0.944,0.944,0.944,0.431811987,0.078361825,0.150847397,0.32791433,0.389423263,0.185257029,0.092699405,0.133000823,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
38,0.827595695,0.580596915,0.9425,0.916332498,0.9425,0.822503992,0.592641788,0.941302728,0.89451152,0.944,0.464614353,0.103721777,0.178424353,0.342005228,0.410224548,0.196830359,0.120996372,0.154748988,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
39,0.703075856,0.457161051,0.885847883,0.798326526,0.911353928,0.662926754,0.444524735,0.825804466,0.748635466,0.932793144,0.494232458,0.137957534,0.223621042,0.360864006,0.428992953,0.219625056,0.158717052,0.197092678,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
40,0.525229517,0.295521206,0.742890706,0.633501243,0.777055917,0.459995208,0.26923783,0.651596705,0.550802681,0.780473018,0.510715477,0.164982224,0.263344699,0.378466954,0.44949516,0.231148161,0.190127557,0.241560299,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
41,0.303544611,0.128209053,0.541138783,0.422189741,0.585130786,0.239303662,0.115649883,0.432087777,0.328719046,0.562866161,0.519873461,0.188319393,0.304358872,0.393367309,0.473105703,0.241923988,0.226236284,0.282522026,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
42,0.089968141,0.022061451,0.284160151,0.181419822,0.322579335,0.061506004,0.023901967,0.195047241,0.123155337,0.294336457,0.525835173,0.216798301,0.354743277,0.404469634,0.500520798,0.264561993,0.275835173,0.321558607,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
43,0,0,0.067894544,0.025453488,0.083157046,0,0,0.036004898,0.013460377,0.073369099,0.525179334,0.244024945,0.38485809,0.430001195,0.536173573,0.287219266,0.320313287,0.351787011,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
44,0,0,0,0,0,0,0,0,0,0,0.5274907,0.269939396,0.396404322,0.475575605,0.573292858,0.332838352,0.362632441,0.392159405,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
45,0,0,0,0,0,0,0,0,0,0,0.529809728,0.289015559,0.392140376,0.503755309,0.599133953,0.383147387,0.387215866,0.428351856,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
46,0,0,0,0,0,0,0,0,0,0,0.529667196,0.2982065,0.373221369,0.507551144,0.596627318,0.418738833,0.390724278,0.436257716,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
47,0,0,0,0,0,0,0,0,0,0,0.528524014,0.296001302,0.350821034,0.50194414,0.581555173,0.441063,0.379878886,0.428311947,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
48,0,0,0,0,0,0,0,0,0,0,0.5285591,0.281578626,0.332350679,0.500002309,0.571254324,0.453296863,0.358770056,0.415718029,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
49,0,0,0,0,0,0,0,0,0,0,0.53948817,0.256770614,0.320714694,0.491873133,0.553761769,0.452262773,0.323634165,0.400884791,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
50,0,0,0,0,0,0,0,0,0,0,0.537536136,0.23244579,0.313027778,0.484877277,0.531678897,0.448381967,0.289411768,0.389822343,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
51,0,0,0,0,0,0,0,0,0,0,0.530437121,0.204163518,0.306026682,0.476662222,0.511870717,0.43734479,0.255602792,0.377538224,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
52,0,0,0,0,0,0,0,0,0,0,0.506680249,0.166711966,0.277410855,0.444454449,0.467035236,0.410859702,0.213338438,0.347674324,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
53,0,0,0,0,0,0,0,0,0,0,0.481308063,0.134070051,0.250235527,0.42320952,0.440249709,0.385976973,0.178577099,0.318317942,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
54,0,0.041890135,0,0,0,0,0.017458654,0,0,0,0.459486871,0.113309396,0.241067632,0.426631516,0.440351166,0.368524698,0.160218433,0.302046004,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
55,0.125791508,0.176846482,0.029567884,0.047627808,0.025495047,0.09830873,0.118324806,0.028067252,0.028473253,0,0.437385971,0.097771282,0.227264871,0.421103278,0.432912748,0.349415635,0.144828877,0.282186931,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
56,0.380102752,0.342324238,0.203446924,0.252865793,0.212541919,0.320313916,0.282050943,0.175539835,0.18647864,0.117095745,0.422519545,0.086442241,0.20754349,0.388355123,0.429684729,0.312039209,0.120754069,0.239272316,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
57,0.609761484,0.488817864,0.468976285,0.530661245,0.50627744,0.549206466,0.441778496,0.412885889,0.436016821,0.368847278,0.409564075,0.077798902,0.183175913,0.346832944,0.415611094,0.238794652,0.100720739,0.175670477,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
58,0.753963676,0.581583136,0.690093789,0.739325237,0.740140406,0.715985421,0.561474074,0.640599905,0.648282591,0.619049567,0.396458977,0.069863753,0.160638807,0.33217085,0.392762816,0.193416338,0.089085185,0.142384163,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
59,0.840396091,0.631160368,0.845601826,0.876347054,0.896702057,0.83314937,0.636641131,0.817384692,0.804544546,0.818153221,0.393695164,0.06468835,0.145770945,0.324707467,0.3740185,0.186871315,0.079028709,0.135845661,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
60,0.89396169,0.65860389,0.9425,0.9425,0.9425,0.909684637,0.678988423,0.93065594,0.913381419,0.944,0.406173942,0.066475643,0.140628123,0.32174939,0.373484566,0.183869469,0.078481886,0.129963913,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
61,0.89209325,0.647886154,0.9425,0.9425,0.9425,0.909163666,0.674834627,0.944,0.944,0.944,0.431811987,0.078361825,0.150847397,0.32791433,0.389423263,0.185257029,0.092699405,0.133000823,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
62,0.827595695,0.580596915,0.9425,0.916332498,0.9425,0.822503992,0.592641788,0.941302728,0.89451152,0.944,0.464614353,0.103721777,0.178424353,0.342005228,0.410224548,0.196830359,0.120996372,0.154748988,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
63,0.703075856,0.457161051,0.885847883,0.798326526,0.911353928,0.662926754,0.444524735,0.825804466,0.748635466,0.932793144,0.494232458,0.137957534,0.223621042,0.360864006,0.428992953,0.219625056,0.158717052,0.197092678,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
64,0.525229517,0.295521206,0.742890706,0.633501243,0.777055917,0.459995208,0.26923783,0.651596705,0.550802681,0.780473018,0.510715477,0.164982224,0.263344699,0.378466954,0.44949516,0.231148161,0.190127557,0.241560299,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
65,0.303544611,0.128209053,0.541138783,0.422189741,0.585130786,0.239303662,0.115649883,0.432087777,0.328719046,0.562866161,0.519873461,0.188319393,0.304358872,0.393367309,0.473105703,0.241923988,0.226236284,0.282522026,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
66,0.089968141,0.022061451,0.284160151,0.181419822,0.322579335,0.061506004,0.023901967,0.195047241,0.123155337,0.294336457,0.525835173,0.216798301,0.354743277,0.404469634,0.500520798,0.264561993,0.275835173,0.321558607,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
67,0,0,0.067894544,0.025453488,0.083157046,0,0,0.036004898,0.013460377,0.073369099,0.525179334,0.244024945,0.38485809,0.430001195,0.536173573,0.287219266,0.320313287,0.351787011,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
68,0,0,0,0,0,0,0,0,0,0,0.5274907,0.269939396,0.396404322,0.475575605,0.573292858,0.332838352,0.362632441,0.392159405,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
69,0,0,0,0,0,0,0,0,0,0,0.529809728,0.289015559,0.392140376,0.503755309,0.599133953,0.383147387,0.387215866,0.428351856,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
70,0,0,0,0,0,0,0,0,0,0,0.529667196,0.2982065,0.373221369,0.507551144,0.596627318,0.418738833,0.390724278,0.436257716,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
71,0,0,0,0,0,0,0,0,0,0,0.528524014,0.296001302,0.350821034,0.50194414,0.581555173,0.441063,0.379878886,0.428311947,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
72,0,0,0,0,0,0,0,0,0,0,0.5285591,0.281578626,0.332350679,0.500002309,0.571254324,0.453296863,0.358770056,0.415718029,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
73,0,0,0,0,0,0,0,0,0,0,0.53948817,0.256770614,0.320714694,0.491873133,0.553761769,0.452262773,0.323634165,0.400884791,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
74,0,0,0,0,0,0,0,0,0,0,0.537536136,0.23244579,0.313027778,0.484877277,0.531678897,0.448381967,0.289411768,0.389822343,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
75,0,0,0,0,0,0,0,0,0,0,0.530437121,0.204163518,0.306026682,0.476662222,0.511870717,0.43734479,0.255602792,0.377538224,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
76,0,0,0,0,0,0,0,0,0,0,0.506680249,0.166711966,0.277410855,0.444454449,0.467035236,0.410859702,0.213338438,0.347674324,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
77,0,0,0,0,0,0,0,0,0,0,0.481308063,0.134070051,0.250235527,0.42320952,0.440249709,0.385976973,0.178577099,0.318317942,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
78,0,0.041890135,0,0,0,0,0.017458654,0,0,0,0.459486871,0.113309396,0.241067632,0.426631516,0.440351166,0.368524698,0.160218433,0.302046004,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
79,0.125791508,0.176846482,0.029567884,0.047627808,0.025495047,0.09830873,0.118324806,0.028067252,0.028473253,0,0.437385971,0.097771282,0.227264871,0.421103278,0.432912748,0.349415635,0.144828877,0.282186931,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
80,0.380102752,0.342324238,0.203446924,0.252865793,0.212541919,0.320313916,0.282050943,0.175539835,0.18647864,0.117095745,0.422519545,0.086442241,0.20754349,0.388355123,0.429684729,0.312039209,0.120754069,0.239272316,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
81,0.609761484,0.488817864,0.468976285,0.530661245,0.50627744,0.549206466,0.441778496,0.412885889,0.436016821,0.368847278,0.409564075,0.077798902,0.183175913,0.346832944,0.415611094,0.238794652,0.100720739,0.175670477,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
82,0.753963676,0.581583136,0.690093789,0.739325237,0.740140406,0.715985421,0.561474074,0.640599905,0.648282591,0.619049567,0.396458977,0.069863753,0.160638807,0.33217085,0.392762816,0.193416338,0.089085185,0.142384163,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
83,0.840396091,0.631160368,0.845601826,0.876347054,0.896702057,0.83314937,0.636641131,0.817384692,0.804544546,0.818153221,0.393695164,0.06468835,0.145770945,0.324707467,0.3740185,0.186871315,0.079028709,0.135845661,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
84,0.89396169,0.65860389,0.9425,0.9425,0.9425,0.909684637,0.678988423,0.93065594,0.913381419,0.944,0.406173942,0.066475643,0.140628123,0.32174939,0.373484566,0.183869469,0.078481886,0.129963913,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
85,0.89209325,0.647886154,0.9425,0.9425,0.9425,0.909163666,0.674834627,0.944,0.944,0.944,0.431811987,0.078361825,0.150847397,0.32791433,0.389423263,0.185257029,0.092699405,0.133000823,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
86,0.827595695,0.580596915,0.9425,0.916332498,0.9425,0.822503992,0.592641788,0.941302728,0.89451152,0.944,0.464614353,0.103721777,0.178424353,0.342005228,0.410224548,0.196830359,0.120996372,0.154748988,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
87,0.703075856,0.457161051,0.885847883,0.798326526,0.911353928,0.662926754,0.444524735,0.825804466,0.748635466,0.932793144,0.494232458,0.137957534,0.223621042,0.360864006,0.428992953,0.219625056,0.158717052,0.197092678,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
88,0.525229517,0.295521206,0.742890706,0.633501243,0.777055917,0.459995208,0.26923783,0.651596705,0.550802681,0.780473018,0.510715477,0.164982224,0.263344699,0.378466954,0.44949516,0.231148161,0.190127557,0.241560299,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
89,0.303544611,0.128209053,0.541138783,0.422189741,0.585130786,0.239303662,0.115649883,0.432087777,0.328719046,0.562866161,0.519873461,0.188319393,0.304358872,0.393367309,0.473105703,0.241923988,0.226236284,0.282522026,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
90,0.089968141,0.022061451,0.284160151,0.181419822,0.322579335,0.061506004,0.023901967,0.195047241,0.123155337,0.294336457,0.525835173,0.216798301,0.354743277,0.404469634,0.500520798,0.264561993,0.275835173,0.321558607,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
91,0,0,0.067894544,0.025453488,0.083157046,0,0,0.036004898,0.013460377,0.073369099,0.525179334,0.244024945,0.38485809,0.430001195,0.536173573,0.287219266,0.320313287,0.351787011,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
92,0,0,0,0,0,0,0,0,0,0,0.5274907,0.269939396,0.396404322,0.475575605,0.573292858,0.332838352,0.362632441,0.392159405,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
93,0,0,0,0,0,0,0,0,0,0,0.529809728,0.289015559,0.392140376,0.503755309,0.599133953,0.383147387,0.387215866,0.428351856,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
94,0,0,0,0,0,0,0,0,0,0,0.529667196,0.2982065,0.373221369,0.507551144,0.596627318,0.418738833,0.390724278,0.436257716,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
95,0,0,0,0,0,0,0,0,0,0,0.528524014,0.296001302,0.350821034,0.50194414,0.581555173,0.441063,0.379878886,0.428311947,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
96,0,0,0,0,0,0,0,0,0,0,0.5285591,0.281578626,0.332350679,0.500002309,0.571254324,0.453296863,0.358770056,0.415718029,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
97,0,0,0,0,0,0,0,0,0,0,0.53948817,0.256770614,0.320714694,0.491873133,0.553761769,0.452262773,0.323634165,0.400884791,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
98,0,0,0,0,0,0,0,0,0,0,0.537536136,0.23244579,0.313027778,0.484877277,0.531678897,0.448381967,0.289411768,0.389822343,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
99,0,0,0,0,0,0,0,0,0,0,0.530437121,0.204163518,0.306026682,0.476662222,0.511870717,0.43734479,0.255602792,0.377538224,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
100,0,0,0,0,0,0,0,0,0,0,0.506680249,0.166711966,0.277410855,0.444454449,0.467035236,0.410859702,0.213338438,0.347674324,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
