"TimeIndex","EG_SOLARGM_2025_ER","EG_SOLARGM_2025_NER","EG_SOLARGM_2025_NR","EG_SOLARGM_2025_SR","EG_SOLARGM_2025_WR","EG_SOLARRF_2025_ER","EG_SOLARRF_2025_NER","EG_SOLARRF_2025_NR","EG_SOLARRF_2025_SR","EG_SOLARRF_2025_WR","EG_WINDOFF_ALL_ER","EG_WINDOFF_ALL_SR","EG_WINDOFF_ALL_WR","EG_WINDON_2025_ER","EG_WINDON_2025_NER","EG_WINDON_2025_NR","EG_WINDON_2025_SR","EG_WINDON_2025_WR","EG_BIOMASS_2025_ALL","EG_COAL_2025_ALL","EG_LH_2025_ALL","EG_SH_2025_ALL","EG_CCGT_2025_ALL","EG_OCGT_2025_ALL","EG_PHWR_2025_ALL","EG_SMR_2025_ALL"
1,0,0,0,0,0,0,0,0,0,0,0.53948817,0.256770614,0.320714694,0.43443318,0.489388518,0.399260314,0.285041791,0.353638136,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
2,0,0,0,0,0,0,0,0,0,0,0.537536136,0.23244579,0.313027778,0.42822106,0.46977956,0.395814269,0.254653282,0.343814999,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
3,0,0,0,0,0,0,0,0,0,0,0.530437121,0.204163518,0.306026682,0.420926327,0.452190462,0.386013572,0.224631879,0.332907053,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
4,0,0,0,0,0,0,0,0,0,0,0.506680249,0.166711966,0.277410855,0.392326746,0.412377838,0.362495571,0.187102342,0.306388764,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
5,0,0,0,0,0,0,0,0,0,0,0.481308063,0.134070051,0.250235527,0.373461856,0.388593057,0.34040042,0.156235268,0.280321137,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
6,0,0.029033741,0,0,0,0,0.012539715,0,0,0,0.459486871,0.113309396,0.241067632,0.376500491,0.388683147,0.3249033,0.139933297,0.265872122,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
7,0.095342215,0.135691703,0.019295287,0.033568308,0.016076465,0.076436704,0.0922557,0.020923844,0.021244713,0,0.437385971,0.097771282,0.227264871,0.371591574,0.382078045,0.307934998,0.126267812,0.248237833,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
8,0.296328085,0.266471177,0.156714418,0.195770869,0.163902325,0.251890628,0.221650844,0.137473569,0.146118665,0.091284356,0.422519545,0.086442241,0.20754349,0.342512149,0.379211657,0.274745802,0.104890072,0.210130884,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
9,0.477830717,0.382247218,0.366566129,0.415316649,0.396045774,0.432787735,0.34788585,0.325051603,0.343332314,0.290247248,0.409564075,0.077798902,0.183175913,0.305641643,0.366714672,0.209706731,0.087101048,0.15365427,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
10,0.591795804,0.455560959,0.541318504,0.580226833,0.580871073,0.564595566,0.442483004,0.505017297,0.511089036,0.487985752,0.396458977,0.069863753,0.160638807,0.292622123,0.346426054,0.169412087,0.076769009,0.124096976,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
11,0.660104597,0.494742566,0.664218765,0.688517165,0.70460402,0.657191936,0.50188862,0.644732882,0.634585128,0.645340262,0.393695164,0.06468835,0.145770945,0.285994852,0.329781638,0.163600294,0.067839146,0.118290974,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
12,0.702438268,0.51643158,0.744242873,0.752866167,0.77927349,0.71767887,0.535356301,0.734252795,0.72060049,0.753015937,0.406173942,0.066475643,0.140628123,0.283368165,0.32930752,0.160934741,0.067353583,0.113068149,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
13,0.700961613,0.507961197,0.777175029,0.764988588,0.805097635,0.717267138,0.532073496,0.770491242,0.750143445,0.805036862,0.431811987,0.078361825,0.150847397,0.288842455,0.343460627,0.162166854,0.079978333,0.115764839,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
14,0.649988258,0.454781534,0.760604421,0.720118243,0.782939604,0.648778739,0.4671153,0.742667106,0.705687335,0.800781783,0.464614353,0.103721777,0.178424353,0.301354769,0.361931573,0.17244364,0.105105229,0.135076587,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
15,0.551578421,0.357228378,0.696025809,0.626856409,0.716183606,0.52266253,0.350056242,0.651387152,0.59039937,0.735941858,0.494232458,0.137957534,0.223621042,0.318100824,0.37859738,0.192684679,0.138600114,0.172676572,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
16,0.411023876,0.229482061,0.583044675,0.496592594,0.610045937,0.362282782,0.211524455,0.513708228,0.434049246,0.61556105,0.510715477,0.164982224,0.263344699,0.333731738,0.396802753,0.202916866,0.166491744,0.212162547,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
17,0.235823075,0.097252836,0.423597199,0.329590044,0.458364719,0.187867048,0.09014167,0.340227134,0.258533324,0.44358319,0.519873461,0.188319393,0.304358872,0.346962827,0.417768239,0.212485492,0.19855526,0.248535388,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
18,0.067030488,0.013362844,0.220503254,0.13930608,0.250866493,0.047350975,0.017631959,0.152890555,0.096073339,0.231360264,0.525835173,0.216798301,0.354743277,0.356821374,0.442112059,0.232587393,0.242597654,0.283198755,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
19,0,0,0.049585403,0.01604362,0.06164758,0,0,0.027197081,0.009379819,0.056726552,0.525179334,0.244024945,0.38485809,0.37949267,0.473770703,0.252706403,0.282092946,0.310040713,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
20,0,0,0,0,0,0,0,0,0,0,0.5274907,0.269939396,0.396404322,0.419961441,0.506731566,0.293214846,0.319671144,0.345890243,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
21,0,0,0,0,0,0,0,0,0,0,0.529809728,0.289015559,0.392140376,0.444984212,0.529677718,0.337887829,0.341500522,0.378028104,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
22,0,0,0,0,0,0,0,0,0,0,0.529667196,0.2982065,0.373221369,0.448354805,0.527451899,0.369492015,0.344615892,0.385048281,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
23,0,0,0,0,0,0,0,0,0,0,0.528524014,0.296001302,0.350821034,0.443375946,0.514068265,0.389315236,0.334985494,0.377992666,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
24,0,0,0,0,0,0,0,0,0,0,0.5285591,0.281578626,0.332350679,0.441651655,0.504921406,0.400178556,0.316241457,0.366809627,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
25,0,0,0,0,0,0,0,0,0,0,0.53948817,0.256770614,0.320714694,0.43443318,0.489388518,0.399260314,0.285041791,0.353638136,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
26,0,0,0,0,0,0,0,0,0,0,0.537536136,0.23244579,0.313027778,0.42822106,0.46977956,0.395814269,0.254653282,0.343814999,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
27,0,0,0,0,0,0,0,0,0,0,0.530437121,0.204163518,0.306026682,0.420926327,0.452190462,0.386013572,0.224631879,0.332907053,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
28,0,0,0,0,0,0,0,0,0,0,0.506680249,0.166711966,0.277410855,0.392326746,0.412377838,0.362495571,0.187102342,0.306388764,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
29,0,0,0,0,0,0,0,0,0,0,0.481308063,0.134070051,0.250235527,0.373461856,0.388593057,0.34040042,0.156235268,0.280321137,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
30,0,0.029033741,0,0,0,0,0.012539715,0,0,0,0.459486871,0.113309396,0.241067632,0.376500491,0.388683147,0.3249033,0.139933297,0.265872122,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
31,0.095342215,0.135691703,0.019295287,0.033568308,0.016076465,0.076436704,0.0922557,0.020923844,0.021244713,0,0.437385971,0.097771282,0.227264871,0.371591574,0.382078045,0.307934998,0.126267812,0.248237833,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
32,0.296328085,0.266471177,0.156714418,0.195770869,0.163902325,0.251890628,0.221650844,0.137473569,0.146118665,0.091284356,0.422519545,0.086442241,0.20754349,0.342512149,0.379211657,0.274745802,0.104890072,0.210130884,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
33,0.477830717,0.382247218,0.366566129,0.415316649,0.396045774,0.432787735,0.34788585,0.325051603,0.343332314,0.290247248,0.409564075,0.077798902,0.183175913,0.305641643,0.366714672,0.209706731,0.087101048,0.15365427,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
34,0.591795804,0.455560959,0.541318504,0.580226833,0.580871073,0.564595566,0.442483004,0.505017297,0.511089036,0.487985752,0.396458977,0.069863753,0.160638807,0.292622123,0.346426054,0.169412087,0.076769009,0.124096976,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
35,0.660104597,0.494742566,0.664218765,0.688517165,0.70460402,0.657191936,0.50188862,0.644732882,0.634585128,0.645340262,0.393695164,0.06468835,0.145770945,0.285994852,0.329781638,0.163600294,0.067839146,0.118290974,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
36,0.702438268,0.51643158,0.744242873,0.752866167,0.77927349,0.71767887,0.535356301,0.734252795,0.72060049,0.753015937,0.406173942,0.066475643,0.140628123,0.283368165,0.32930752,0.160934741,0.067353583,0.113068149,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
37,0.700961613,0.507961197,0.777175029,0.764988588,0.805097635,0.717267138,0.532073496,0.770491242,0.750143445,0.805036862,0.431811987,0.078361825,0.150847397,0.288842455,0.343460627,0.162166854,0.079978333,0.115764839,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
38,0.649988258,0.454781534,0.760604421,0.720118243,0.782939604,0.648778739,0.4671153,0.742667106,0.705687335,0.800781783,0.464614353,0.103721777,0.178424353,0.301354769,0.361931573,0.17244364,0.105105229,0.135076587,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
39,0.551578421,0.357228378,0.696025809,0.626856409,0.716183606,0.52266253,0.350056242,0.651387152,0.59039937,0.735941858,0.494232458,0.137957534,0.223621042,0.318100824,0.37859738,0.192684679,0.138600114,0.172676572,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
40,0.411023876,0.229482061,0.583044675,0.496592594,0.610045937,0.362282782,0.211524455,0.513708228,0.434049246,0.61556105,0.510715477,0.164982224,0.263344699,0.333731738,0.396802753,0.202916866,0.166491744,0.212162547,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
41,0.235823075,0.097252836,0.423597199,0.329590044,0.458364719,0.187867048,0.09014167,0.340227134,0.258533324,0.44358319,0.519873461,0.188319393,0.304358872,0.346962827,0.417768239,0.212485492,0.19855526,0.248535388,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
42,0.067030488,0.013362844,0.220503254,0.13930608,0.250866493,0.047350975,0.017631959,0.152890555,0.096073339,0.231360264,0.525835173,0.216798301,0.354743277,0.356821374,0.442112059,0.232587393,0.242597654,0.283198755,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
43,0,0,0.049585403,0.01604362,0.06164758,0,0,0.027197081,0.009379819,0.056726552,0.525179334,0.244024945,0.38485809,0.37949267,0.473770703,0.252706403,0.282092946,0.310040713,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
44,0,0,0,0,0,0,0,0,0,0,0.5274907,0.269939396,0.396404322,0.419961441,0.506731566,0.293214846,0.319671144,0.345890243,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
45,0,0,0,0,0,0,0,0,0,0,0.529809728,0.289015559,0.392140376,0.444984212,0.529677718,0.337887829,0.341500522,0.378028104,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
46,0,0,0,0,0,0,0,0,0,0,0.529667196,0.2982065,0.373221369,0.448354805,0.527451899,0.369492015,0.344615892,0.385048281,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
47,0,0,0,0,0,0,0,0,0,0,0.528524014,0.296001302,0.350821034,0.443375946,0.514068265,0.389315236,0.334985494,0.377992666,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
48,0,0,0,0,0,0,0,0,0,0,0.5285591,0.281578626,0.332350679,0.441651655,0.504921406,0.400178556,0.316241457,0.366809627,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
49,0,0,0,0,0,0,0,0,0,0,0.53948817,0.256770614,0.320714694,0.43443318,0.489388518,0.399260314,0.285041791,0.353638136,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
50,0,0,0,0,0,0,0,0,0,0,0.537536136,0.23244579,0.313027778,0.42822106,0.46977956,0.395814269,0.254653282,0.343814999,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
51,0,0,0,0,0,0,0,0,0,0,0.530437121,0.204163518,0.306026682,0.420926327,0.452190462,0.386013572,0.224631879,0.332907053,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
52,0,0,0,0,0,0,0,0,0,0,0.506680249,0.166711966,0.277410855,0.392326746,0.412377838,0.362495571,0.187102342,0.306388764,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
53,0,0,0,0,0,0,0,0,0,0,0.481308063,0.134070051,0.250235527,0.373461856,0.388593057,0.34040042,0.156235268,0.280321137,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
54,0,0.029033741,0,0,0,0,0.012539715,0,0,0,0.459486871,0.113309396,0.241067632,0.376500491,0.388683147,0.3249033,0.139933297,0.265872122,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
55,0.095342215,0.135691703,0.019295287,0.033568308,0.016076465,0.076436704,0.0922557,0.020923844,0.021244713,0,0.437385971,0.097771282,0.227264871,0.371591574,0.382078045,0.307934998,0.126267812,0.248237833,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
56,0.296328085,0.266471177,0.156714418,0.195770869,0.163902325,0.251890628,0.221650844,0.137473569,0.146118665,0.091284356,0.422519545,0.086442241,0.20754349,0.342512149,0.379211657,0.274745802,0.104890072,0.210130884,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
57,0.477830717,0.382247218,0.366566129,0.415316649,0.396045774,0.432787735,0.34788585,0.325051603,0.343332314,0.290247248,0.409564075,0.077798902,0.183175913,0.305641643,0.366714672,0.209706731,0.087101048,0.15365427,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
58,0.591795804,0.455560959,0.541318504,0.580226833,0.580871073,0.564595566,0.442483004,0.505017297,0.511089036,0.487985752,0.396458977,0.069863753,0.160638807,0.292622123,0.346426054,0.169412087,0.076769009,0.124096976,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
59,0.660104597,0.494742566,0.664218765,0.688517165,0.70460402,0.657191936,0.50188862,0.644732882,0.634585128,0.645340262,0.393695164,0.06468835,0.145770945,0.285994852,0.329781638,0.163600294,0.067839146,0.118290974,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
60,0.702438268,0.51643158,0.744242873,0.752866167,0.77927349,0.71767887,0.535356301,0.734252795,0.72060049,0.753015937,0.406173942,0.066475643,0.140628123,0.283368165,0.32930752,0.160934741,0.067353583,0.113068149,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
61,0.700961613,0.507961197,0.777175029,0.764988588,0.805097635,0.717267138,0.532073496,0.770491242,0.750143445,0.805036862,0.431811987,0.078361825,0.150847397,0.288842455,0.343460627,0.162166854,0.079978333,0.115764839,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
62,0.649988258,0.454781534,0.760604421,0.720118243,0.782939604,0.648778739,0.4671153,0.742667106,0.705687335,0.800781783,0.464614353,0.103721777,0.178424353,0.301354769,0.361931573,0.17244364,0.105105229,0.135076587,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
63,0.551578421,0.357228378,0.696025809,0.626856409,0.716183606,0.52266253,0.350056242,0.651387152,0.59039937,0.735941858,0.494232458,0.137957534,0.223621042,0.318100824,0.37859738,0.192684679,0.138600114,0.172676572,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
64,0.411023876,0.229482061,0.583044675,0.496592594,0.610045937,0.362282782,0.211524455,0.513708228,0.434049246,0.61556105,0.510715477,0.164982224,0.263344699,0.333731738,0.396802753,0.202916866,0.166491744,0.212162547,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
65,0.235823075,0.097252836,0.423597199,0.329590044,0.458364719,0.187867048,0.09014167,0.340227134,0.258533324,0.44358319,0.519873461,0.188319393,0.304358872,0.346962827,0.417768239,0.212485492,0.19855526,0.248535388,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
66,0.067030488,0.013362844,0.220503254,0.13930608,0.250866493,0.047350975,0.017631959,0.152890555,0.096073339,0.231360264,0.525835173,0.216798301,0.354743277,0.356821374,0.442112059,0.232587393,0.242597654,0.283198755,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
67,0,0,0.049585403,0.01604362,0.06164758,0,0,0.027197081,0.009379819,0.056726552,0.525179334,0.244024945,0.38485809,0.37949267,0.473770703,0.252706403,0.282092946,0.310040713,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
68,0,0,0,0,0,0,0,0,0,0,0.5274907,0.269939396,0.396404322,0.419961441,0.506731566,0.293214846,0.319671144,0.345890243,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
69,0,0,0,0,0,0,0,0,0,0,0.529809728,0.289015559,0.392140376,0.444984212,0.529677718,0.337887829,0.341500522,0.378028104,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
70,0,0,0,0,0,0,0,0,0,0,0.529667196,0.2982065,0.373221369,0.448354805,0.527451899,0.369492015,0.344615892,0.385048281,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
71,0,0,0,0,0,0,0,0,0,0,0.528524014,0.296001302,0.350821034,0.443375946,0.514068265,0.389315236,0.334985494,0.377992666,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
72,0,0,0,0,0,0,0,0,0,0,0.5285591,0.281578626,0.332350679,0.441651655,0.504921406,0.400178556,0.316241457,0.366809627,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
73,0,0,0,0,0,0,0,0,0,0,0.53948817,0.256770614,0.320714694,0.43443318,0.489388518,0.399260314,0.285041791,0.353638136,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
74,0,0,0,0,0,0,0,0,0,0,0.537536136,0.23244579,0.313027778,0.42822106,0.46977956,0.395814269,0.254653282,0.343814999,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
75,0,0,0,0,0,0,0,0,0,0,0.530437121,0.204163518,0.306026682,0.420926327,0.452190462,0.386013572,0.224631879,0.332907053,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
76,0,0,0,0,0,0,0,0,0,0,0.506680249,0.166711966,0.277410855,0.392326746,0.412377838,0.362495571,0.187102342,0.306388764,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
77,0,0,0,0,0,0,0,0,0,0,0.481308063,0.134070051,0.250235527,0.373461856,0.388593057,0.34040042,0.156235268,0.280321137,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
78,0,0.029033741,0,0,0,0,0.012539715,0,0,0,0.459486871,0.113309396,0.241067632,0.376500491,0.388683147,0.3249033,0.139933297,0.265872122,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
79,0.095342215,0.135691703,0.019295287,0.033568308,0.016076465,0.076436704,0.0922557,0.020923844,0.021244713,0,0.437385971,0.097771282,0.227264871,0.371591574,0.382078045,0.307934998,0.126267812,0.248237833,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
80,0.296328085,0.266471177,0.156714418,0.195770869,0.163902325,0.251890628,0.221650844,0.137473569,0.146118665,0.091284356,0.422519545,0.086442241,0.20754349,0.342512149,0.379211657,0.274745802,0.104890072,0.210130884,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
81,0.477830717,0.382247218,0.366566129,0.415316649,0.396045774,0.432787735,0.34788585,0.325051603,0.343332314,0.290247248,0.409564075,0.077798902,0.183175913,0.305641643,0.366714672,0.209706731,0.087101048,0.15365427,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
82,0.591795804,0.455560959,0.541318504,0.580226833,0.580871073,0.564595566,0.442483004,0.505017297,0.511089036,0.487985752,0.396458977,0.069863753,0.160638807,0.292622123,0.346426054,0.169412087,0.076769009,0.124096976,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
83,0.660104597,0.494742566,0.664218765,0.688517165,0.70460402,0.657191936,0.50188862,0.644732882,0.634585128,0.645340262,0.393695164,0.06468835,0.145770945,0.285994852,0.329781638,0.163600294,0.067839146,0.118290974,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
84,0.702438268,0.51643158,0.744242873,0.752866167,0.77927349,0.71767887,0.535356301,0.734252795,0.72060049,0.753015937,0.406173942,0.066475643,0.140628123,0.283368165,0.32930752,0.160934741,0.067353583,0.113068149,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
85,0.700961613,0.507961197,0.777175029,0.764988588,0.805097635,0.717267138,0.532073496,0.770491242,0.750143445,0.805036862,0.431811987,0.078361825,0.150847397,0.288842455,0.343460627,0.162166854,0.079978333,0.115764839,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
86,0.649988258,0.454781534,0.760604421,0.720118243,0.782939604,0.648778739,0.4671153,0.742667106,0.705687335,0.800781783,0.464614353,0.103721777,0.178424353,0.301354769,0.361931573,0.17244364,0.105105229,0.135076587,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
87,0.551578421,0.357228378,0.696025809,0.626856409,0.716183606,0.52266253,0.350056242,0.651387152,0.59039937,0.735941858,0.494232458,0.137957534,0.223621042,0.318100824,0.37859738,0.192684679,0.138600114,0.172676572,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
88,0.411023876,0.229482061,0.583044675,0.496592594,0.610045937,0.362282782,0.211524455,0.513708228,0.434049246,0.61556105,0.510715477,0.164982224,0.263344699,0.333731738,0.396802753,0.202916866,0.166491744,0.212162547,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
89,0.235823075,0.097252836,0.423597199,0.329590044,0.458364719,0.187867048,0.09014167,0.340227134,0.258533324,0.44358319,0.519873461,0.188319393,0.304358872,0.346962827,0.417768239,0.212485492,0.19855526,0.248535388,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
90,0.067030488,0.013362844,0.220503254,0.13930608,0.250866493,0.047350975,0.017631959,0.152890555,0.096073339,0.231360264,0.525835173,0.216798301,0.354743277,0.356821374,0.442112059,0.232587393,0.242597654,0.283198755,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
91,0,0,0.049585403,0.01604362,0.06164758,0,0,0.027197081,0.009379819,0.056726552,0.525179334,0.244024945,0.38485809,0.37949267,0.473770703,0.252706403,0.282092946,0.310040713,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
92,0,0,0,0,0,0,0,0,0,0,0.5274907,0.269939396,0.396404322,0.419961441,0.506731566,0.293214846,0.319671144,0.345890243,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
93,0,0,0,0,0,0,0,0,0,0,0.529809728,0.289015559,0.392140376,0.444984212,0.529677718,0.337887829,0.341500522,0.378028104,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
94,0,0,0,0,0,0,0,0,0,0,0.529667196,0.2982065,0.373221369,0.448354805,0.527451899,0.369492015,0.344615892,0.385048281,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
95,0,0,0,0,0,0,0,0,0,0,0.528524014,0.296001302,0.350821034,0.443375946,0.514068265,0.389315236,0.334985494,0.377992666,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
96,0,0,0,0,0,0,0,0,0,0,0.5285591,0.281578626,0.332350679,0.441651655,0.504921406,0.400178556,0.316241457,0.366809627,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
97,0,0,0,0,0,0,0,0,0,0,0.53948817,0.256770614,0.320714694,0.43443318,0.489388518,0.399260314,0.285041791,0.353638136,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
98,0,0,0,0,0,0,0,0,0,0,0.537536136,0.23244579,0.313027778,0.42822106,0.46977956,0.395814269,0.254653282,0.343814999,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
99,0,0,0,0,0,0,0,0,0,0,0.530437121,0.204163518,0.306026682,0.420926327,0.452190462,0.386013572,0.224631879,0.332907053,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
100,0,0,0,0,0,0,0,0,0,0,0.506680249,0.166711966,0.277410855,0.392326746,0.412377838,0.362495571,0.187102342,0.306388764,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
101,0,0,0,0,0,0,0,0,0,0,0.481308063,0.134070051,0.250235527,0.373461856,0.388593057,0.34040042,0.156235268,0.280321137,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
102,0,0.029033741,0,0,0,0,0.012539715,0,0,0,0.459486871,0.113309396,0.241067632,0.376500491,0.388683147,0.3249033,0.139933297,0.265872122,0.187570659,0.95,0.299687519,0.176155122,0.85,0.85,0.709166667,0.709166667
